covariate,r_before,r_after
thermal_cpu0_C,0.6167047388740758,0.3432659855974933
battery_level0_pct,-0.2158084076540227,-0.02063752105992898
perfetto_voltage_mean_V,-0.2708188252242883,-0.060351648838154935
perfetto_current_mean_uA,0.8908956949945606,0.5758862091393047
