label,brightness,duration_s,final_discharge_uAh,n_steps,discharge_frac_at_time_0.25,discharge_frac_at_time_0.50,discharge_frac_at_time_0.75
S2_b90,90.0,537.0,-283000.0,15,0.1625441696113074,0.5053003533568905,0.7491166077738516
