label,trace_path,n_samples,duration_s,sample_period_s_median,charge_start_uah,charge_end_uah,discharge_mah,current_ua_mean,current_ua_p50,current_ua_p95,voltage_v_mean,voltage_v_p50,power_mw_mean,energy_mwh
test_60s,artifacts\mp_power_batt_60s.pftrace,241,59.876835004,0.2499465774999976,1305000.0,1300000.0,5.0,271269.7095435685,259000.0,365000.0,3.760477178423237,3.761,1019.9849128630706,16.95575692973696
