covariate,r_before,r_after
thermal_cpu0_C,0.6167047388740758,0.5037153570610579
battery_level0_pct,-0.2158084076540227,-0.17536356471877698
perfetto_voltage_mean_V,-0.2708188252242883,-0.22347423035259745
perfetto_current_mean_uA,0.8908956949945606,0.7761123031072645
