covariate,r_before,r_after
thermal_cpu0_C,0.6167047388740758,0.33257981277571674
battery_level0_pct,-0.2158084076540227,-0.08116896500013897
perfetto_voltage_mean_V,-0.2708188252242883,-0.12152556058230733
perfetto_current_mean_uA,0.8908956949945606,0.5981629384464517
