label,brightness,duration_s,final_discharge_uAh,n_steps,discharge_frac_at_time_0.25,discharge_frac_at_time_0.50,discharge_frac_at_time_0.75
S2_b90,90.0,537.0,49000.0,3,0.46938775510204084,0.9183673469387755,1.0
