covariate,r_before,r_after
thermal_cpu,0.6679091063470664,0.6342530366703645
thermal_batt,0.28445682158572216,0.2589287680893874
soc,-0.2158084076540227,-0.22230920378387245
voltage,-0.2708188252242883,-0.27581019946453006
current_uA,0.8908956949945606,0.869803383978211
