label,brightness,duration_s,final_discharge_uAh,n_steps,discharge_frac_at_time_0.25,discharge_frac_at_time_0.50,discharge_frac_at_time_0.75
S2_b90,90.0,538.0,59000.0,3,0.0,0.5084745762711864,0.5084745762711864
