covariate,r_before,r_after
thermal_cpu0_C,0.6167047388740758,0.4118540803314031
battery_level0_pct,-0.2158084076540227,-0.05067598014885576
perfetto_voltage_mean_V,-0.2708188252242883,-0.0939771802225851
perfetto_current_mean_uA,0.8908956949945606,0.6514185555620262
