label,brightness,duration_s,final_discharge_uAh,n_steps,discharge_frac_at_time_0.25,discharge_frac_at_time_0.50,discharge_frac_at_time_0.75
S2_b90,90.0,538.0,38000.0,2,0.0,0.7894736842105263,1.0
