ts,t_s,batt.capacity_pct,batt.charge_uah,batt.current_ua,batt.power_mw,batt.voltage_uv,power_mw_calc
7416619887836796,44.751652926,34.0,1645000.0,-1983000.0,7.0,3921.0,-7775.343000000001
7416620138161719,45.001977849,34.0,1645000.0,-1983000.0,7.0,3921.0,-7775.343000000001
7416620387774026,45.251590156,34.0,1645000.0,-1983000.0,7.0,3921.0,-7775.343000000001
7416620638135257,45.501951387,34.0,1645000.0,-2004000.0,7.0,3924.0,-7863.696
7416620888176719,45.751992849,34.0,1645000.0,-2004000.0,7.0,3924.0,-7863.696
7416621137939488,46.001755618,34.0,1645000.0,-2004000.0,7.0,3924.0,-7863.696
7416621387616411,46.251432541,34.0,1645000.0,-2004000.0,7.0,3924.0,-7863.696
7416621638286026,46.502102156,34.0,1645000.0,-2016000.0,7.0,3925.0,-7912.800000000001
7416621887919796,46.751735926,34.0,1645000.0,-2016000.0,7.0,3925.0,-7912.800000000001
7416622138056488,47.001872618,34.0,1645000.0,-2016000.0,7.0,3925.0,-7912.800000000001
7416622388172411,47.251988541,34.0,1645000.0,-2016000.0,7.0,3925.0,-7912.800000000001
7416622638496488,47.502312618,34.0,1648000.0,-1852000.0,7.0,3922.0,-7263.544
7416622887616180,47.75143231,34.0,1648000.0,-1852000.0,7.0,3922.0,-7263.544
7416623138003257,48.001819387,34.0,1648000.0,-1852000.0,7.0,3922.0,-7263.544
7416623387805334,48.251621464,34.0,1648000.0,-1852000.0,7.0,3922.0,-7263.544
7416623638299565,48.502115695,34.0,1648000.0,-1886000.0,7.0,3920.0,-7393.12
7416623888681411,48.752497541,34.0,1648000.0,-1886000.0,7.0,3920.0,-7393.12
7416624138586334,49.002402464,34.0,1648000.0,-1886000.0,7.0,3920.0,-7393.12
7416624388151873,49.251968003,34.0,1648000.0,-1886000.0,7.0,3920.0,-7393.12
7416624637613411,49.501429541,34.0,1648000.0,-1862000.0,7.0,3919.0,-7297.178
7416624888018027,49.751834157,34.0,1648000.0,-1862000.0,7.0,3919.0,-7297.178
7416625138385719,50.002201849,34.0,1648000.0,-1862000.0,7.0,3919.0,-7297.178
7416625388317950,50.25213408,34.0,1648000.0,-1862000.0,7.0,3919.0,-7297.178
7416625637491565,50.501307695,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416625888091565,50.751907695,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416626138243873,51.002060003,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416626387634258,51.251450388,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416626637657104,51.501473234,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
7416626888314642,51.752130772,34.0,1648000.0,-1890000.0,7.0,3920.0,-7408.799999999999
