run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,display_state,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt
20260131_172620,0,2026-01-31T17:26:21+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.2,49.446,47.716,47.716,38.95,40.236,47.716,47.716,3,5,3,4,29,0,0,0,0,0,0,0,0,70,20,6,7,6,4,2,5,4,8,2,2,5,3,3,1,4,3,0,15,0,0,0,0,0,0,0,0,0,65,8,6,2,5,7,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,1,2026-01-31T17:26:24+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.2,43.706,43.706,43.256,38.775,39.609,43.256,43.256,3,9,8,6,53,0,0,0,0,0,0,0,0,184,30,22,20,13,5,8,6,4,5,5,6,4,2,3,1,2,1,1,8,0,0,0,0,0,0,0,0,0,230,21,11,8,7,9,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,2,2026-01-31T17:26:28+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.3,46.275,46.275,46.275,38.579,39.19,46.275,46.275,7,5,7,8,73,0,0,0,0,0,0,0,0,169,38,20,14,13,4,5,3,4,5,5,4,4,3,4,3,3,5,5,21,0,0,0,0,0,0,0,0,0,205,20,19,10,8,10,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,3,2026-01-31T17:26:31+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.4,43.452,43.452,43.452,38.4,38.944,43.452,43.452,2,7,5,4,83,0,0,0,0,0,0,0,0,166,29,18,13,13,5,4,7,2,7,5,6,3,5,5,2,2,3,2,14,0,0,0,0,0,0,0,0,0,204,19,11,8,18,10,0,0,0,0,0,0,0,0,339,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,4,2026-01-31T17:26:35+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.4,42.668,42.668,42.668,38.253,38.724,42.445,42.668,7,12,10,9,71,0,0,0,0,0,0,0,0,160,36,21,12,12,9,6,6,5,6,5,6,7,3,3,4,2,2,2,11,0,0,0,0,0,0,0,0,0,207,22,20,8,13,7,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,5,2026-01-31T17:26:38+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.3,46.096,46.096,46.096,38.128,38.543,45.585,45.585,5,10,9,7,78,0,0,0,0,0,0,0,0,165,28,22,13,10,8,5,5,3,5,11,3,6,6,6,1,3,4,2,14,0,0,0,0,0,0,0,0,0,211,20,15,4,5,6,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,6,2026-01-31T17:26:42+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.4,45.952,45.952,45.952,38.035,38.455,45.952,45.952,5,14,8,9,73,0,0,0,0,0,0,0,0,164,32,22,15,9,5,7,5,4,3,4,2,3,2,1,1,5,2,2,12,0,0,0,0,0,0,0,0,0,235,24,13,5,10,9,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,7,2026-01-31T17:26:45+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.4,49.932,50.496,50.496,37.959,38.369,50.496,50.496,6,9,7,9,122,0,0,0,0,0,0,0,0,126,27,20,12,8,5,5,5,3,6,10,7,5,5,4,2,4,5,2,20,0,0,0,0,0,0,0,0,0,188,22,22,10,9,9,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,8,2026-01-31T17:26:49+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.4,42.369,42.369,42.369,37.914,38.403,42.369,42.369,8,12,10,10,140,0,0,0,0,0,0,0,0,111,25,21,11,9,9,6,9,7,5,6,4,5,5,2,3,5,2,1,19,0,0,0,0,0,0,0,0,0,205,19,13,7,9,12,0,0,0,0,0,0,0,0,351,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_172620,9,2026-01-31T17:26:52+08:00,S2_b90,,24,100,3849,351,1156000,90,0,,ON,0,35.4,45.122,45.122,43.452,37.869,38.348,43.452,43.452,7,13,8,7,85,0,0,0,0,0,0,0,0,146,44,20,12,11,8,6,7,3,4,6,3,6,4,5,2,6,3,3,18,0,0,0,0,0,0,0,0,0,206,18,12,11,12,11,0,0,0,0,0,0,0,0,338,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
