run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,batteryproperties_current_now_uA,batteryproperties_current_average_uA,batteryproperties_energy_counter,batteryproperties_charge_counter_uAh,display_state,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt
20260131_150336,38,2026-01-31T15:05:55+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,40.136,40.136,40.136,35.212,35.526,40.136,40.136,11,18,12,10,7,7,10,4,3,56,0,0,0,118,42,28,22,20,3,3,4,4,7,3,3,4,6,4,1,3,3,3,1,13,0,0,0,0,0,0,0,0,240,32,14,7,5,7,0,0,0,0,0,0,0,0,362,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,39,2026-01-31T15:05:58+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,40.149,40.149,40.149,35.195,35.487,40.149,40.149,15,15,20,11,7,9,9,5,4,54,0,0,0,112,36,29,21,17,4,6,5,1,7,5,3,3,1,2,2,3,2,1,1,7,0,0,0,0,0,0,0,0,251,22,16,4,7,8,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,40,2026-01-31T15:06:02+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,42.024,42.024,42.024,35.172,35.484,42.024,42.024,9,18,12,12,7,5,7,1,8,50,0,0,0,119,44,24,25,21,5,6,7,2,4,4,2,4,4,2,2,2,2,2,3,9,0,0,0,0,0,0,0,0,246,22,17,8,6,6,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,41,2026-01-31T15:06:06+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,41.188,41.188,41.188,35.152,35.456,41.188,41.188,5,18,10,15,4,10,11,2,3,53,0,0,0,129,35,26,16,22,8,6,3,6,3,4,4,6,4,2,3,4,3,2,5,17,0,0,0,0,0,0,0,0,225,24,12,8,7,4,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,42,2026-01-31T15:06:09+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,39.324,39.324,39.324,35.144,35.526,41.502,39.324,5,11,9,8,5,7,8,7,7,94,0,0,0,110,35,24,17,17,2,3,5,4,4,4,7,7,3,10,4,1,1,3,4,23,0,0,0,0,0,0,0,0,217,26,11,7,8,8,0,0,0,0,0,0,0,0,353,0,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,43,2026-01-31T15:06:13+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,40.469,40.469,39.524,35.144,35.495,40.304,39.524,8,11,10,12,4,6,5,2,5,62,0,0,0,135,40,27,19,16,10,8,6,6,5,7,3,4,4,3,3,4,3,2,1,16,0,0,0,0,0,0,0,0,222,23,14,4,8,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,44,2026-01-31T15:06:16+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,41.789,41.789,41.789,35.123,35.456,41.789,41.789,8,14,12,12,8,9,6,3,5,92,0,0,0,91,29,34,20,15,3,5,2,1,2,3,3,3,5,4,1,1,0,4,4,20,0,0,0,0,0,0,0,0,231,34,16,8,4,4,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,45,2026-01-31T15:06:20+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,40.296,40.296,40.296,35.123,35.458,40.296,40.296,9,12,8,15,6,7,5,3,9,48,0,0,0,139,47,23,21,15,8,4,5,3,4,5,4,3,2,4,1,5,3,1,3,11,0,0,0,0,0,0,0,0,236,25,16,8,7,8,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,46,2026-01-31T15:06:24+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,45.302,45.302,44.103,35.104,35.408,44.616,44.103,9,12,8,15,4,5,8,2,4,52,0,0,0,144,42,24,16,17,6,3,4,5,3,4,4,2,2,3,2,5,3,2,1,13,0,0,0,0,0,0,0,0,247,21,12,7,9,5,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,47,2026-01-31T15:06:27+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,39.732,39.732,39.732,35.086,35.394,39.732,39.732,10,13,9,13,5,8,6,3,4,53,0,0,0,129,38,24,28,19,3,5,7,3,8,8,5,5,7,4,0,5,4,3,4,8,0,0,0,0,0,0,0,0,228,18,13,9,6,7,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,48,2026-01-31T15:06:31+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,40.505,40.505,40.505,35.064,35.382,40.505,40.505,8,14,13,14,7,7,8,1,3,46,0,0,0,133,38,30,26,14,6,5,8,5,4,6,3,3,4,3,3,4,4,3,1,14,0,0,0,0,0,0,0,0,224,24,18,8,7,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,49,2026-01-31T15:06:34+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,43.513,43.513,43.513,35.064,35.481,43.513,43.513,3,4,10,4,1,3,2,1,2,236,0,0,0,54,12,15,12,9,6,6,2,4,5,5,4,5,3,2,3,4,2,2,1,20,0,0,0,0,0,0,0,0,243,21,12,7,6,3,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,50,2026-01-31T15:06:38+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,39.824,39.824,39.824,35.089,35.473,39.824,39.824,6,10,5,9,3,6,5,2,5,88,0,0,0,116,39,32,21,14,4,3,4,2,4,6,2,6,5,3,3,2,3,4,2,12,0,0,0,0,0,0,0,0,242,26,12,5,8,7,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,51,2026-01-31T15:06:42+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,39.838,39.838,39.838,35.072,35.377,39.838,39.838,8,12,13,9,6,5,6,4,2,55,0,0,0,135,38,31,20,21,3,4,5,4,3,6,5,2,3,2,4,3,2,2,2,22,0,0,0,0,0,0,0,0,237,24,10,8,7,5,0,0,0,0,0,0,0,0,358,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,52,2026-01-31T15:06:45+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.838,39.838,40.195,35.052,35.365,40.195,40.195,8,14,8,15,4,6,6,4,7,56,0,0,0,117,41,27,23,23,2,2,1,2,2,3,4,2,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,256,25,17,8,4,6,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,53,2026-01-31T15:06:49+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.721,39.721,39.721,35.032,35.368,39.721,39.721,7,15,16,11,4,6,4,5,3,43,0,0,0,143,41,26,22,16,8,6,6,4,5,6,3,6,0,4,1,4,2,3,2,25,0,0,0,0,0,0,0,0,215,30,15,5,6,7,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,54,2026-01-31T15:06:53+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,41.099,41.099,41.099,35.017,35.382,41.099,41.099,11,13,12,11,5,8,3,3,5,55,0,0,0,119,47,33,21,19,8,7,9,3,4,8,5,4,4,3,2,4,1,2,1,18,0,0,0,0,0,0,0,0,223,20,11,8,7,12,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,55,2026-01-31T15:06:56+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.075,39.075,39.075,35.021,35.379,39.075,39.075,9,12,10,15,3,11,3,3,4,58,0,0,0,116,35,28,25,22,9,8,7,7,9,5,7,7,4,5,2,3,3,2,3,13,0,0,0,0,0,0,0,0,211,21,13,8,7,6,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,56,2026-01-31T15:07:00+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,42.535,42.535,42.61,35.014,35.354,42.61,42.61,12,11,17,10,5,5,9,2,4,45,0,0,0,119,47,31,27,21,3,4,5,3,5,8,5,4,4,5,4,4,3,3,2,12,0,0,0,0,0,0,0,0,228,28,14,8,4,6,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,57,2026-01-31T15:07:03+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,41.337,41.337,41.337,35.012,35.334,41.337,41.337,13,13,12,15,5,6,5,4,2,50,0,0,0,126,44,28,22,14,5,3,4,3,3,2,1,3,1,3,0,1,1,2,0,14,0,0,0,0,0,0,0,0,260,17,14,7,8,5,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,58,2026-01-31T15:07:07+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.559,39.559,39.559,35.006,35.346,39.559,39.559,10,12,10,12,6,7,8,4,4,46,0,0,0,132,33,27,26,22,6,7,6,3,6,4,2,5,4,5,3,3,4,3,3,12,0,0,0,0,0,0,0,0,234,17,18,5,7,6,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,59,2026-01-31T15:07:11+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.439,39.439,39.439,35.006,35.357,39.439,39.439,13,14,9,11,4,8,4,2,6,57,0,0,0,119,41,33,26,12,10,8,9,3,6,8,4,5,2,5,1,3,1,1,2,20,0,0,0,0,0,0,0,0,199,26,16,11,9,12,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,60,2026-01-31T15:07:14+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,44.218,44.218,44.218,34.995,35.354,44.218,44.218,11,14,10,8,10,6,2,3,4,45,0,0,0,131,43,25,31,19,5,11,4,4,4,6,5,5,6,6,2,3,3,2,1,14,0,0,0,0,0,0,0,0,227,27,10,4,6,7,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,61,2026-01-31T15:07:18+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,40.216,40.216,40.216,34.995,35.331,40.216,40.216,9,17,10,12,6,8,5,2,4,52,0,0,0,114,42,28,25,28,7,5,6,5,6,7,6,3,8,4,3,3,3,3,1,15,0,0,0,0,0,0,0,0,220,20,14,9,7,7,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,62,2026-01-31T15:07:22+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,42.568,42.568,42.568,34.986,35.317,42.568,42.568,9,18,12,16,4,7,5,3,3,62,0,0,0,107,44,28,27,19,6,7,8,4,4,6,4,5,2,2,3,3,2,3,3,9,0,0,0,0,0,0,0,0,228,21,10,12,10,7,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,63,2026-01-31T15:07:25+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,40.195,40.195,40.195,34.98,35.314,40.195,40.195,8,15,15,14,11,6,6,4,3,51,0,0,0,118,40,29,25,19,5,8,6,2,4,8,2,1,2,1,0,0,1,3,1,8,0,0,0,0,0,0,0,0,254,23,12,9,8,9,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,64,2026-01-31T15:07:29+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.255,39.255,39.255,34.971,35.305,39.255,39.255,12,16,15,14,7,9,6,7,3,57,0,0,0,93,49,32,26,22,10,4,9,5,5,6,5,9,4,5,2,3,2,1,3,12,0,0,0,0,0,0,0,0,235,16,10,6,8,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,65,2026-01-31T15:07:32+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,38.624,39.016,39.016,34.962,35.309,39.016,39.016,10,23,19,7,8,11,5,3,6,50,0,0,0,104,42,29,21,24,9,9,10,4,10,8,5,5,3,8,4,2,3,3,3,18,0,0,0,0,0,0,0,0,211,19,12,5,8,5,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,66,2026-01-31T15:07:36+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.366,39.366,39.366,34.957,35.309,39.366,39.366,9,17,18,11,6,7,7,6,8,59,0,0,0,107,36,31,21,21,4,6,5,5,5,7,4,3,6,3,3,2,5,2,0,7,0,0,0,0,0,0,0,0,234,26,15,8,6,7,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,67,2026-01-31T15:07:40+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,40.519,40.519,40.519,34.951,35.305,40.519,40.519,13,15,11,12,5,5,4,4,6,62,0,0,0,114,40,26,23,21,5,6,4,1,5,7,4,5,4,4,1,2,2,1,2,24,0,0,0,0,0,0,0,0,229,19,19,4,6,6,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,68,2026-01-31T15:07:43+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,44.386,44.386,44.386,34.951,35.269,44.386,44.386,11,17,16,13,2,8,5,2,1,59,0,0,0,116,39,30,26,15,5,5,4,5,6,3,3,3,7,4,3,5,2,1,2,15,0,0,0,0,0,0,0,0,231,20,18,5,12,4,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,69,2026-01-31T15:07:47+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,40.092,40.092,40.092,34.951,35.317,40.092,40.092,13,15,8,14,6,10,8,6,6,16,43,0,0,113,42,27,21,18,11,3,6,2,5,4,3,1,2,2,0,1,1,1,1,10,4,1,0,0,0,0,0,0,256,21,10,6,7,6,0,0,0,0,0,0,0,0,361,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,70,2026-01-31T15:07:51+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,39.942,39.942,41.517,34.957,35.331,41.517,41.517,12,12,11,7,6,10,9,8,4,3,79,0,0,89,39,29,23,22,7,5,7,4,3,3,2,5,4,5,2,4,6,2,2,5,1,10,3,0,0,0,0,0,233,19,10,5,6,10,0,0,0,0,0,0,0,0,358,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,71,2026-01-31T15:07:54+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,39.471,39.471,39.471,34.957,35.334,39.471,39.471,7,18,13,16,6,9,5,6,4,4,69,0,0,97,44,24,20,21,8,5,6,5,10,5,4,3,3,5,4,3,2,3,3,2,1,3,10,0,0,0,0,0,224,22,11,8,9,7,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,72,2026-01-31T15:07:58+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,39.656,39.656,39.656,34.942,35.317,39.656,39.656,15,15,15,9,6,7,7,1,6,6,67,0,0,99,40,27,29,15,9,9,5,3,3,5,1,3,3,5,1,1,2,3,1,2,1,1,15,0,0,0,0,0,226,30,14,5,8,7,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,73,2026-01-31T15:08:01+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,39.512,39.512,39.512,34.933,35.311,39.512,39.512,6,15,10,10,5,10,6,7,5,6,68,0,0,101,42,24,28,16,7,4,6,2,5,5,3,8,8,2,2,1,3,2,1,2,0,1,14,0,0,0,0,0,229,23,14,5,5,3,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,74,2026-01-31T15:08:05+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,43.965,43.965,43.965,34.933,35.263,43.965,43.965,9,10,20,10,6,7,7,2,4,1,66,0,0,102,44,30,20,20,6,7,5,3,5,8,4,3,3,5,3,2,2,2,3,1,1,1,11,0,0,0,0,0,228,25,11,6,10,5,0,0,0,0,0,0,0,0,354,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,75,2026-01-31T15:08:09+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,44.815,44.815,44.815,34.931,35.274,44.815,44.815,18,25,15,11,8,11,7,6,4,3,58,0,0,97,35,26,20,21,4,5,4,2,4,3,2,3,4,0,0,2,1,1,1,0,1,1,8,0,0,0,0,0,262,24,12,6,5,9,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,76,2026-01-31T15:08:12+08:00,S2_b90,,37,100,3795,330,1808000,90,0,,,,,,,0,33.0,39.686,39.686,39.686,34.919,35.277,39.686,39.686,7,18,19,8,9,19,5,2,7,2,64,0,0,104,37,24,20,17,7,7,4,2,4,3,5,4,4,5,2,3,1,2,1,3,1,1,14,0,0,0,0,0,230,25,15,6,9,5,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,77,2026-01-31T15:08:16+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,39.206,39.206,38.85,34.916,35.295,38.819,38.819,11,15,14,9,6,9,13,2,4,4,50,0,0,110,43,26,20,25,6,6,8,4,6,7,5,6,2,5,2,5,2,2,1,2,1,1,6,0,0,0,0,0,211,27,12,6,12,15,0,0,0,0,0,0,0,0,353,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,78,2026-01-31T15:08:20+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,40.143,40.143,40.143,34.919,35.297,40.143,40.143,8,12,15,15,8,5,7,6,8,3,73,0,0,97,38,27,23,18,3,8,5,3,7,6,4,4,5,7,2,1,1,1,5,2,1,1,17,0,0,0,0,0,234,19,9,7,6,6,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,79,2026-01-31T15:08:23+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,39.644,39.644,39.644,34.91,35.295,39.364,39.644,8,23,12,15,5,6,9,3,4,4,75,0,0,87,42,28,26,22,6,8,3,4,12,10,5,6,4,4,2,3,1,4,1,1,2,1,12,0,0,0,0,0,216,20,14,9,10,8,0,0,0,0,0,0,0,0,359,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,80,2026-01-31T15:08:27+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,50.425,50.425,50.425,34.913,35.266,50.425,50.425,7,19,11,22,8,9,8,7,9,3,67,0,0,86,37,23,24,17,6,6,4,4,3,6,3,1,2,3,2,1,3,3,1,1,1,1,16,0,0,0,0,0,236,23,15,7,5,8,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,81,2026-01-31T15:08:30+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,39.559,39.559,39.559,34.913,35.263,39.559,39.559,14,24,10,16,4,8,6,2,7,3,71,0,0,87,35,29,25,21,6,3,4,3,2,4,2,2,1,2,0,1,0,1,1,1,1,0,10,0,0,0,0,0,260,18,15,4,14,4,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,82,2026-01-31T15:08:34+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,39.937,39.937,39.937,34.893,35.254,39.937,39.937,13,9,14,16,6,7,8,4,3,1,89,0,0,82,38,24,25,22,3,6,4,5,4,4,6,7,6,5,5,4,6,3,2,2,0,1,17,0,0,0,0,0,220,21,13,6,7,7,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,83,2026-01-31T15:08:38+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,40.252,40.252,40.252,34.901,35.365,40.252,40.252,9,12,15,11,7,6,4,3,2,2,129,0,0,74,32,28,18,12,9,6,4,2,5,4,3,2,1,2,2,2,1,2,2,2,1,1,18,0,0,0,0,0,233,21,15,8,7,8,0,0,0,0,0,0,0,0,346,0,1,1,0,1,1,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,84,2026-01-31T15:08:41+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,39.568,39.568,39.568,34.901,35.309,39.568,39.568,13,13,14,13,8,6,10,5,5,6,59,0,0,98,40,26,25,20,8,5,4,3,4,5,4,3,3,4,2,3,2,1,6,1,1,1,14,0,0,0,0,0,245,16,11,5,7,4,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,85,2026-01-31T15:08:45+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,40.387,40.387,40.387,34.895,35.283,40.387,40.387,11,18,6,16,6,9,7,1,4,2,77,0,0,86,42,29,27,23,5,5,4,3,10,10,6,5,3,3,4,4,3,3,3,1,1,2,4,0,0,0,0,0,230,17,15,8,9,6,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,86,2026-01-31T15:08:49+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,47.375,47.375,47.375,34.898,35.24,47.375,47.375,10,21,9,14,5,8,6,3,2,9,85,0,0,80,34,26,26,16,5,2,5,4,6,5,4,4,3,5,2,2,4,3,1,1,1,1,15,0,0,0,0,0,243,17,9,4,7,4,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_150336,87,2026-01-31T15:08:52+08:00,S2_b90,,37,100,3792,329,1804000,90,0,,,,,,,0,32.9,42.67,42.67,42.67,34.893,35.237,42.67,42.67,19,15,15,16,4,13,4,4,8,4,62,0,0,101,35,21,22,20,4,3,3,2,4,2,3,2,3,1,1,2,3,1,1,0,0,0,4,0,0,0,0,0,280,16,10,5,7,6,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
