run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,display_state,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt,cpu_policy0_energy_mJ,cpu_policy0_energy_mJ_matched,cpu_policy0_energy_mJ_unmatched,cpu_policy0_avg_power_mW,cpu_policy0_unmatched_dt_ms,cpu_policy4_energy_mJ,cpu_policy4_energy_mJ_matched,cpu_policy4_energy_mJ_unmatched,cpu_policy4_avg_power_mW,cpu_policy4_unmatched_dt_ms,cpu_policy7_energy_mJ,cpu_policy7_energy_mJ_matched,cpu_policy7_energy_mJ_unmatched,cpu_policy7_avg_power_mW,cpu_policy7_unmatched_dt_ms,cpu_energy_mJ_total,battery_discharge_energy_mJ,dt_s
20260131_170612,10,2026-01-31T17:06:48+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.4,39.045,39.045,39.045,34.425,34.761,39.045,39.045,11,17,12,13,3,11,6,3,3,1,44,0,0,118,39,31,17,22,7,4,2,2,2,3,4,4,3,3,2,3,3,2,3,1,1,1,6,0,0,0,0,0,245,19,9,7,10,2,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.448,69.448,0.000,197.858,0,92.549,92.549,0.000,265.947,0,242.701,242.701,0.000,695.418,0,404.699,-0.000,4.000
20260131_170612,11,2026-01-31T17:06:51+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.4,38.857,38.857,38.857,34.43,34.805,38.857,38.857,9,12,10,12,5,6,8,1,2,13,77,0,0,91,34,27,20,18,4,6,4,2,4,2,3,1,1,1,2,0,0,1,2,1,2,1,16,0,0,0,0,0,238,22,12,9,5,9,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,76.990,76.990,0.000,223.159,0,97.363,97.363,0.000,279.778,0,247.295,247.295,0.000,718.881,0,421.648,-0.000,3.000
20260131_170612,12,2026-01-31T17:06:55+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.4,38.493,38.493,38.493,34.442,34.808,38.493,38.493,8,12,7,10,3,9,4,3,3,3,54,0,0,123,41,32,20,15,6,5,8,5,5,3,5,3,2,2,4,5,2,2,2,1,1,2,10,0,0,0,0,0,228,18,15,4,5,3,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.833,69.833,0.000,201.249,0,100.157,100.157,0.000,289.470,0,241.310,241.310,0.000,695.418,0,411.300,-0.000,4.000
20260131_170612,13,2026-01-31T17:06:58+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.4,39.671,39.671,39.671,34.448,34.813,39.671,39.671,9,15,12,15,11,12,5,6,3,3,63,0,0,108,37,22,19,16,6,3,6,3,3,4,4,5,2,4,2,1,2,3,1,1,1,2,10,0,0,0,0,0,236,21,14,10,8,5,0,0,0,0,0,0,0,0,355,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.725,75.725,0.000,212.712,0,99.180,99.180,0.000,277.816,0,249.593,249.593,0.000,697.188,0,424.499,-0.000,3.000
20260131_170612,14,2026-01-31T17:07:02+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.4,39.479,39.479,39.479,34.451,34.822,39.479,39.479,6,15,11,10,3,11,5,7,5,1,53,0,0,105,50,25,25,18,6,5,7,6,6,2,4,5,2,2,1,4,2,2,2,2,1,0,14,0,0,0,0,0,212,20,15,10,9,8,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.585,71.585,0.000,204.528,0,103.020,103.020,0.000,296.889,0,241.310,241.310,0.000,695.418,0,415.915,-0.000,4.000
20260131_170612,15,2026-01-31T17:07:05+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.776,39.776,39.776,34.454,34.79,39.776,39.776,11,12,18,14,7,5,4,3,2,2,54,0,0,120,40,24,17,14,4,5,5,2,6,6,3,2,2,3,3,2,5,4,3,2,1,2,12,0,0,0,0,0,236,20,10,3,3,5,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.436,70.436,0.000,202.987,0,105.028,105.028,0.000,300.941,0,242.006,242.006,0.000,695.418,0,417.470,-0.000,3.000
20260131_170612,16,2026-01-31T17:07:09+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.323,39.323,39.323,34.478,34.813,39.323,39.323,5,15,10,17,3,7,4,1,3,6,67,0,0,120,29,24,19,21,3,5,5,1,2,2,2,1,2,1,1,3,2,2,2,1,1,1,4,0,0,0,0,0,255,27,14,6,3,2,0,0,0,0,0,0,0,0,345,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.163,74.163,0.000,211.292,0,84.164,84.164,0.000,241.851,0,243.047,243.047,0.000,698.410,0,401.374,-0.000,4.000
20260131_170612,17,2026-01-31T17:07:12+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,40.445,40.445,40.445,34.483,34.855,40.445,40.445,10,18,13,11,5,9,3,5,6,2,30,0,0,132,41,24,19,16,5,3,3,1,2,4,2,3,4,3,2,2,3,3,1,1,1,1,12,0,0,0,0,0,234,23,10,8,9,4,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,65.607,65.607,0.000,190.718,0,96.832,96.832,0.000,281.490,0,244.650,244.650,0.000,707.082,0,407.090,-0.000,3.000
20260131_170612,18,2026-01-31T17:07:15+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.739,39.739,39.739,34.493,34.861,39.739,39.739,12,12,11,16,4,11,6,2,5,4,33,0,0,132,36,27,19,19,5,6,3,5,6,7,5,6,4,3,1,5,2,4,2,4,2,1,3,0,0,0,0,0,212,31,13,10,8,3,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.408,67.408,0.000,193.148,0,99.206,99.206,0.000,282.639,0,245.483,245.483,0.000,695.418,0,412.098,-0.000,3.000
20260131_170612,19,2026-01-31T17:07:19+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.284,39.284,38.81,34.502,34.869,38.81,38.81,11,16,12,15,6,7,3,3,7,2,46,0,0,118,41,31,18,24,5,3,3,4,5,6,8,4,5,3,3,4,2,3,2,2,0,2,14,0,0,0,0,0,221,23,14,8,14,4,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,71.765,71.765,0.000,199.348,0,110.851,110.851,0.000,306.218,0,260.890,260.890,0.000,714.767,0,443.506,-0.000,4.000
20260131_170612,20,2026-01-31T17:07:23+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,38.643,38.643,38.643,34.504,34.855,38.643,38.643,12,13,14,13,6,10,9,6,3,6,87,0,0,93,32,24,18,18,5,6,5,3,4,5,4,3,5,3,1,5,2,3,3,2,0,1,8,0,0,0,0,0,245,22,12,7,4,5,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,82.686,82.686,0.000,227.159,0,100.809,100.809,0.000,277.710,0,255.395,255.395,0.000,709.431,0,438.889,-0.000,4.000
20260131_170612,21,2026-01-31T17:07:26+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,41.188,40.176,40.845,34.516,34.817,40.845,40.845,8,15,11,18,5,8,5,5,4,5,59,0,0,102,36,21,22,29,6,5,7,5,6,5,2,2,4,1,1,4,3,4,2,1,2,1,9,0,0,0,0,0,234,22,8,6,5,4,0,0,0,0,0,0,0,0,343,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74.371,74.371,0.000,210.683,0,99.077,99.077,0.000,283.888,0,246.481,246.481,0.000,706.250,0,419.929,-0.000,3.000
20260131_170612,22,2026-01-31T17:07:30+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,38.716,38.716,38.716,34.516,34.855,38.716,38.716,9,17,7,9,4,7,5,3,3,2,50,0,0,135,42,23,21,13,6,2,4,3,1,2,7,2,1,1,2,0,2,2,0,1,0,1,2,0,0,0,0,0,275,22,12,6,6,3,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.236,69.236,0.000,197.818,0,82.135,82.135,0.000,226.268,0,251.741,251.741,0.000,695.418,0,403.113,-0.000,4.000
20260131_170612,23,2026-01-31T17:07:33+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,38.309,38.309,38.263,34.528,34.884,38.105,38.105,10,17,15,11,4,12,4,3,4,3,47,0,0,124,31,26,23,23,5,4,4,4,4,4,6,4,3,2,4,6,4,2,2,0,1,2,7,0,0,0,0,0,220,23,16,6,10,7,0,0,0,0,0,0,0,0,342,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,71.514,71.514,0.000,200.320,0,99.288,99.288,0.000,283.679,0,244.105,244.105,0.000,703.472,0,414.906,-0.000,3.000
20260131_170612,24,2026-01-31T17:07:37+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.644,39.644,38.711,34.54,35.038,38.711,38.711,13,13,16,11,4,17,6,3,3,3,66,0,0,90,38,26,22,20,7,3,6,3,7,5,4,4,4,5,2,2,2,4,2,1,1,0,9,0,0,0,0,0,219,26,14,7,8,5,0,0,0,0,0,0,0,0,317,1,0,1,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,75.501,75.501,0.000,215.102,0,99.292,99.292,0.000,283.691,0,279.580,279.580,0.000,792.011,0,454.373,-0.000,4.000
20260131_170612,25,2026-01-31T17:07:40+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,40.594,40.594,40.594,34.573,34.96,40.594,40.594,9,14,11,13,9,5,5,4,4,2,68,0,0,99,38,26,26,22,4,8,4,6,5,7,6,5,5,4,4,4,2,3,4,1,1,0,4,0,0,0,0,0,210,34,12,6,7,6,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.461,75.461,0.000,212.568,0,98.966,98.966,0.000,281.152,0,246.178,246.178,0.000,695.418,0,420.605,-0.000,3.000
20260131_170612,26,2026-01-31T17:07:44+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,45.58,45.58,45.58,34.575,34.904,45.58,45.58,12,20,18,11,4,5,8,4,3,2,65,0,0,97,36,29,25,18,6,5,5,3,4,5,4,4,3,2,1,2,2,4,2,2,1,1,4,0,0,0,0,0,233,23,23,7,12,4,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.513,75.513,0.000,211.522,0,94.584,94.584,0.000,261.282,0,249.655,249.655,0.000,695.418,0,419.753,-0.000,4.000
20260131_170612,27,2026-01-31T17:07:47+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.026,39.026,39.026,34.566,34.893,39.026,39.026,10,7,9,10,4,6,8,5,6,5,94,0,0,98,30,25,21,19,4,3,6,1,5,4,2,1,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,259,27,9,8,9,9,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.659,81.659,0.000,228.736,0,77.027,77.027,0.000,216.976,0,245.483,245.483,0.000,695.418,0,404.168,-0.000,3.000
20260131_170612,28,2026-01-31T17:07:51+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,38.552,38.552,38.552,34.566,34.901,38.552,38.552,8,20,12,10,4,4,4,2,5,4,53,0,0,122,35,31,21,15,7,3,6,2,3,5,4,2,4,5,1,3,4,3,2,0,1,0,9,0,0,0,0,0,216,30,16,6,7,11,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70.740,70.740,0.000,202.114,0,97.534,97.534,0.000,278.668,0,247.500,247.500,0.000,701.134,0,415.774,-0.000,4.000
20260131_170612,29,2026-01-31T17:07:55+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.942,39.942,39.942,34.564,34.893,39.848,39.848,8,15,10,12,7,7,7,5,5,2,44,0,0,119,41,24,23,21,10,6,8,4,5,6,4,5,6,4,4,5,4,3,2,4,0,1,2,0,0,0,0,0,211,23,12,9,6,6,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.787,69.787,0.000,199.391,0,99.405,99.405,0.000,284.014,0,241.310,241.310,0.000,695.418,0,410.502,-0.000,4.000
20260131_170612,30,2026-01-31T17:07:58+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,39.016,38.689,38.689,34.561,34.904,38.689,38.689,10,15,15,14,7,6,8,1,5,3,62,0,0,106,35,24,29,17,5,4,7,1,3,4,4,5,2,3,1,1,4,3,0,2,2,0,11,0,0,0,0,0,227,23,19,7,8,7,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,74.973,74.973,0.000,210.010,0,98.921,98.921,0.000,280.229,0,250.909,250.909,0.000,706.786,0,424.803,-0.000,3.000
20260131_170612,31,2026-01-31T17:08:02+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.5,40.89,40.89,40.89,34.561,34.857,40.89,40.89,13,17,7,15,2,9,3,3,6,0,52,0,0,101,45,33,23,20,2,3,5,4,5,5,2,3,3,3,2,5,3,2,4,2,2,1,9,0,0,0,0,0,220,22,15,11,11,5,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.598,70.598,0.000,202.287,0,101.570,101.570,0.000,291.031,0,245.483,245.483,0.000,695.418,0,417.651,-0.000,4.000
20260131_170612,32,2026-01-31T17:08:05+08:00,S2_b90,,24,100,3737,323,1167000,90,0,,ON,0,32.6,44.747,44.747,40.856,34.561,34.861,40.856,40.856,8,11,14,12,4,6,7,1,5,2,36,0,0,121,56,29,19,22,4,7,4,1,5,3,3,2,4,2,0,1,2,2,0,1,0,0,1,0,0,0,0,0,253,21,17,10,6,4,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.631,67.631,0.000,191.590,0,79.882,79.882,0.000,226.293,0,242.701,242.701,0.000,695.418,0,390.214,-0.000,3.000
