run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt
20260131_024931,0,2026-01-31T02:49:32+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,43.63,43.63,43.63,34.951,35.695,43.63,43.63,1,2,2,2,1,0,1,0,0,0,12,0,0,81,4,3,5,1,0,2,3,3,1,2,2,1,7,2,3,1,1,2,2,1,1,0,11,0,0,0,0,0,61,2,4,1,5,2,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,1,2026-01-31T02:49:35+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,39.88,39.88,39.88,34.951,35.456,39.88,39.88,1,1,2,4,1,1,0,0,0,1,28,0,0,267,7,6,5,3,11,1,3,3,4,3,2,6,3,3,2,1,2,2,1,1,2,4,23,0,0,0,0,0,228,1,3,3,3,6,0,0,0,0,0,0,0,0,312,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,2,2026-01-31T02:49:38+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,38.89,38.624,38.624,34.907,35.263,38.624,38.624,2,3,0,3,0,1,4,1,1,1,19,0,0,263,5,6,4,3,1,4,3,1,2,3,1,5,8,4,2,5,4,1,1,8,2,0,16,0,0,0,0,0,233,2,4,2,2,2,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,3,2026-01-31T02:49:41+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,38.973,38.973,38.973,34.861,35.169,38.973,38.973,1,2,4,1,2,0,0,1,1,0,19,0,0,261,12,6,4,4,4,3,2,2,3,5,4,4,7,3,1,4,3,2,4,0,1,1,16,0,0,0,0,0,237,1,5,2,3,2,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,4,2026-01-31T02:49:44+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,38.875,38.61,38.61,34.819,35.138,38.511,38.61,1,1,2,2,2,1,4,0,0,0,25,0,0,259,10,6,4,1,8,2,1,3,3,5,3,2,4,5,2,2,4,5,2,3,1,2,28,0,0,0,0,0,199,3,10,2,7,11,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,5,2026-01-31T02:49:48+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,39.366,39.366,39.162,34.79,35.072,38.813,38.813,2,3,0,3,1,1,1,0,0,0,28,0,0,244,12,6,7,3,2,2,2,3,2,4,5,4,6,6,2,3,1,2,8,2,1,2,24,0,0,0,0,0,232,1,0,0,0,2,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,6,2026-01-31T02:49:51+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,39.615,39.615,39.615,34.772,35.078,39.615,39.615,2,1,3,1,1,1,1,0,1,1,34,0,0,251,7,6,5,2,1,1,3,1,2,2,2,1,4,2,0,4,3,2,1,1,0,1,17,0,0,0,0,0,244,5,2,2,2,8,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,7,2026-01-31T02:49:54+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,50.12,50.12,50.538,34.758,35.132,50.538,50.538,2,4,4,3,1,1,1,2,0,1,59,0,0,215,11,6,5,4,3,7,3,5,7,4,5,6,4,3,5,3,4,3,5,5,2,1,26,0,0,0,0,0,181,5,14,4,6,9,0,0,0,0,0,0,0,0,294,0,0,2,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,8,2026-01-31T02:49:57+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,40.018,39.25,39.25,34.758,35.101,38.919,39.25,2,0,2,1,0,0,1,0,2,2,22,0,0,267,7,4,3,2,2,1,1,2,0,4,6,5,5,4,3,2,3,2,3,1,2,2,21,0,0,0,0,0,239,1,1,1,4,0,0,0,0,0,0,0,0,0,307,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_024931,9,2026-01-31T02:50:00+08:00,S2_b210,,70,100,4078,328,3355000,210,0,,0,32.8,48.668,48.668,48.668,34.752,35.021,48.668,48.668,1,2,2,2,1,2,4,0,0,0,29,0,0,247,9,7,7,3,3,1,5,1,3,4,5,5,3,3,1,1,1,3,5,3,2,0,24,0,0,0,0,0,217,5,6,3,4,11,0,0,0,0,0,0,0,0,306,1,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
