run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt,cpu_policy0_energy_mJ,cpu_policy0_energy_mJ_matched,cpu_policy0_energy_mJ_unmatched,cpu_policy0_avg_power_mW,cpu_policy0_unmatched_dt_ms,cpu_policy4_energy_mJ,cpu_policy4_energy_mJ_matched,cpu_policy4_energy_mJ_unmatched,cpu_policy4_avg_power_mW,cpu_policy4_unmatched_dt_ms,cpu_policy7_energy_mJ,cpu_policy7_energy_mJ_matched,cpu_policy7_energy_mJ_unmatched,cpu_policy7_avg_power_mW,cpu_policy7_unmatched_dt_ms,cpu_energy_mJ_total,battery_discharge_energy_mJ,dt_s
20260131_021840,0,2026-01-31T02:18:41+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.163,38.163,38.163,34.276,34.787,38.18,38.268,0,1,1,1,0,1,1,1,0,1,6,0,0,103,3,4,2,0,2,1,1,0,2,2,3,3,5,3,2,2,2,3,0,4,0,0,8,0,0,0,0,0,66,1,2,2,2,3,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.391,22.391,0.000,179.132,0,53.809,53.809,0.000,452.174,0,90.470,90.470,0.000,766.691,0,166.670,,
20260131_021840,1,2026-01-31T02:18:44+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.25,39.25,39.25,34.311,34.752,39.25,39.25,3,1,4,2,1,1,2,0,1,1,29,0,0,231,9,8,12,4,4,3,4,3,5,7,5,5,4,9,4,3,6,9,4,3,2,3,13,0,0,0,0,0,197,8,3,3,6,2,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.552,58.552,0.000,189.487,0,126.701,126.701,0.000,402.225,0,240.741,240.741,0.000,766.691,0,425.993,-0.000,3.000
20260131_021840,2,2026-01-31T02:18:47+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,41.653,41.653,41.653,34.32,34.776,41.653,41.653,2,2,1,3,1,1,0,0,0,1,25,0,0,251,15,6,5,2,4,7,6,0,4,3,4,5,6,6,2,7,2,4,5,7,4,2,13,0,0,0,0,0,206,4,3,2,3,5,0,0,0,0,0,0,0,0,307,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,57.673,57.673,0.000,183.088,0,124.634,124.634,0.000,396.922,0,252.298,252.298,0.000,795.894,0,434.605,-0.000,3.000
20260131_021840,3,2026-01-31T02:18:51+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,42.218,42.218,42.218,34.323,34.728,42.218,42.218,1,2,3,2,0,1,1,2,2,0,21,0,0,264,13,7,4,1,5,5,5,2,4,6,6,7,7,5,2,4,2,4,2,2,2,1,19,0,0,0,0,0,214,2,1,3,4,12,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.649,58.649,0.000,181.016,0,124.770,124.770,0.000,382.729,0,246.874,246.874,0.000,766.691,0,430.293,-0.000,4.000
20260131_021840,4,2026-01-31T02:18:54+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,37.902,37.902,37.657,34.332,34.711,37.657,37.657,0,5,0,2,1,0,0,1,0,1,22,0,0,265,13,5,2,2,2,5,1,1,0,1,8,2,2,1,2,0,1,1,2,1,1,1,14,0,0,0,0,0,261,1,3,2,2,1,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.421,57.421,0.000,180.002,0,96.327,96.327,0.000,304.833,0,244.574,244.574,0.000,766.691,0,398.322,-0.000,3.000
20260131_021840,5,2026-01-31T02:18:57+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.233,38.233,38.233,34.329,34.708,38.233,38.233,3,4,1,0,0,1,1,0,0,0,38,0,0,252,7,6,3,3,5,7,3,2,4,3,3,4,6,3,4,5,3,6,1,3,2,1,15,0,0,0,0,0,229,1,2,1,3,2,0,0,0,0,0,0,0,0,312,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61.111,61.111,0.000,191.570,0,116.022,116.022,0.000,364.850,0,248.597,248.597,0.000,781.751,0,425.730,-0.000,3.000
20260131_021840,6,2026-01-31T02:19:00+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,37.959,38.219,38.337,34.329,34.726,38.337,38.337,3,1,2,2,4,1,0,0,0,0,23,0,0,259,9,5,5,3,0,2,6,1,7,5,4,5,6,6,2,4,4,2,4,1,2,5,24,0,0,0,0,0,221,1,1,1,2,4,0,0,0,0,0,0,0,0,313,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57.518,57.518,0.000,181.445,0,132.235,132.235,0.000,413.234,0,248.374,248.374,0.000,781.050,0,438.127,-0.000,3.000
20260131_021840,7,2026-01-31T02:19:03+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.6,39.6,39.6,34.338,34.728,39.6,39.6,3,2,2,1,1,0,1,0,1,1,22,0,0,248,14,7,12,2,4,4,1,2,8,1,1,4,2,1,3,2,3,4,1,1,1,0,22,0,0,0,0,0,229,5,4,2,8,3,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.587,57.587,0.000,181.664,0,112.158,112.158,0.000,354.932,0,241.508,241.508,0.000,766.691,0,411.253,-0.000,3.000
20260131_021840,8,2026-01-31T02:19:07+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.769,38.769,38.32,34.344,34.737,38.32,38.32,1,3,1,3,1,1,1,1,1,0,31,0,0,252,6,9,10,2,5,3,5,5,4,3,2,4,10,7,5,8,1,5,3,2,1,2,17,0,0,0,0,0,212,5,2,4,2,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.814,60.814,0.000,188.277,0,124.895,124.895,0.000,390.298,0,251.475,251.475,0.000,766.691,0,437.184,-0.000,4.000
20260131_021840,9,2026-01-31T02:19:10+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.031,38.465,38.465,34.344,34.77,38.465,38.465,1,2,2,1,0,5,3,0,0,5,23,0,0,257,10,5,4,2,0,1,3,0,7,2,3,2,8,8,5,1,4,6,3,7,2,0,21,0,0,0,0,0,222,2,2,3,1,5,0,0,0,0,0,0,0,0,301,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,59.471,59.471,0.000,185.845,0,128.837,128.837,0.000,405.146,0,254.348,254.348,0.000,810.024,0,442.655,-0.000,3.000
20260131_021840,10,2026-01-31T02:19:13+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.306,38.306,38.682,34.353,34.734,38.682,38.682,1,2,0,1,1,1,0,0,0,0,19,0,0,272,7,2,4,1,2,1,3,4,8,6,4,7,4,2,2,4,2,1,1,3,1,2,15,0,0,0,0,0,224,7,7,1,6,2,0,0,0,0,0,0,0,0,308,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,54.792,54.792,0.000,176.180,0,111.308,111.308,0.000,348.929,0,243.993,243.993,0.000,777.049,0,410.094,-0.000,3.000
20260131_021840,11,2026-01-31T02:19:16+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.577,39.577,39.577,34.356,34.737,39.577,39.577,1,0,3,1,0,1,0,0,2,1,27,0,0,264,6,3,6,2,6,0,2,1,3,2,1,2,5,6,1,3,2,1,1,3,2,1,16,0,0,0,0,0,243,8,2,3,1,1,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.444,58.444,0.000,184.366,0,106.126,106.126,0.000,335.843,0,243.041,243.041,0.000,766.691,0,407.611,-0.000,3.000
20260131_021840,12,2026-01-31T02:19:19+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.306,38.003,38.003,34.353,34.81,38.32,38.003,1,3,1,1,0,0,0,1,0,0,103,0,0,178,9,5,5,3,3,4,1,2,4,10,3,4,5,4,3,3,3,8,1,3,3,2,23,0,0,0,0,0,212,2,2,2,2,2,0,0,0,0,0,0,0,0,299,0,0,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,75.588,75.588,0.000,243.833,0,128.329,128.329,0.000,412.633,0,257.518,257.518,0.000,817.519,0,461.436,-0.000,3.000
20260131_021840,13,2026-01-31T02:19:22+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.085,39.085,39.085,34.395,34.893,39.085,39.085,4,2,3,3,2,1,2,1,1,1,29,0,0,233,19,7,8,3,7,2,3,7,5,15,8,4,7,5,3,3,4,4,3,1,1,2,15,0,0,0,0,0,200,7,1,2,3,3,0,0,0,0,0,0,0,0,302,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,60.514,60.514,0.000,189.698,0,121.194,121.194,0.000,384.744,0,250.159,250.159,0.000,799.230,0,431.867,-0.000,3.000
20260131_021840,14,2026-01-31T02:19:26+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,44.279,44.279,44.279,34.412,34.869,44.279,44.279,1,1,1,0,0,0,1,2,1,0,28,0,0,267,6,7,1,1,0,1,0,2,3,1,3,3,4,3,5,3,3,5,3,5,2,5,15,0,0,0,0,0,244,1,4,0,0,4,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.360,58.360,0.000,184.102,0,118.634,118.634,0.000,371.892,0,245.341,245.341,0.000,766.691,0,422.335,-0.000,4.000
20260131_021840,15,2026-01-31T02:19:29+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.235,39.079,38.566,34.421,34.855,38.566,38.566,2,2,2,2,6,1,0,0,1,0,12,0,0,253,11,13,6,3,3,3,2,1,3,4,2,2,6,1,1,2,4,3,1,2,3,2,15,0,0,0,0,0,231,8,2,4,7,2,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.956,54.956,0.000,175.018,0,107.679,107.679,0.000,342.928,0,239.208,239.208,0.000,766.691,0,401.842,-0.000,3.000
20260131_021840,16,2026-01-31T02:19:32+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.828,38.467,38.467,34.421,34.872,38.467,38.467,1,4,3,2,0,1,0,1,1,1,25,0,0,254,9,7,3,3,4,3,3,3,5,5,2,6,6,5,4,6,2,5,2,2,2,0,26,0,0,0,0,0,210,0,6,2,3,6,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.026,58.026,0.000,184.209,0,130.820,130.820,0.000,411.384,0,243.808,243.808,0.000,766.691,0,432.654,-0.000,3.000
20260131_021840,17,2026-01-31T02:19:35+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.306,38.306,38.306,34.419,34.828,38.161,38.306,1,2,2,3,1,1,1,0,0,0,22,0,0,258,10,7,6,3,4,3,4,2,3,3,2,7,4,2,2,4,1,1,2,4,1,3,14,0,0,0,0,0,231,5,1,2,4,3,0,0,0,0,0,0,0,0,308,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,57.235,57.235,0.000,180.551,0,107.928,107.928,0.000,345.923,0,241.791,241.791,0.000,774.972,0,406.954,-0.000,3.000
20260131_021840,18,2026-01-31T02:19:38+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.29,39.29,39.29,34.412,34.79,39.29,39.29,0,1,1,1,1,0,1,1,1,1,30,0,0,254,10,4,4,1,1,1,1,0,2,1,1,1,3,6,1,1,3,1,1,5,3,1,29,0,0,0,0,0,240,2,4,3,2,1,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,58.170,58.170,0.000,187.043,0,122.272,122.272,0.000,389.402,0,240.590,240.590,0.000,781.136,0,421.032,-0.000,3.000
20260131_021840,19,2026-01-31T02:19:41+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,37.829,37.829,37.829,34.407,34.802,37.714,37.829,1,1,2,2,2,1,1,0,0,0,22,0,0,258,10,6,2,6,8,9,4,8,8,4,5,7,8,4,1,4,3,1,1,1,2,0,19,0,0,0,0,0,196,0,6,4,6,3,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.700,56.700,0.000,180.574,0,118.245,118.245,0.000,378.989,0,244.153,244.153,0.000,770.200,0,419.098,-0.000,3.000
20260131_021840,20,2026-01-31T02:19:44+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.436,38.436,38.436,34.401,34.828,38.436,38.436,1,1,1,2,1,1,0,1,2,6,28,0,0,241,9,6,11,3,2,2,3,1,3,6,5,7,5,4,3,4,4,2,5,4,7,1,21,0,0,0,0,0,197,7,2,4,6,9,0,0,0,0,0,0,0,0,307,2,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.853,59.853,0.000,190.615,0,132.204,132.204,0.000,421.031,0,245.679,245.679,0.000,777.467,0,437.736,-0.000,3.000
20260131_021840,21,2026-01-31T02:19:48+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,47.721,47.721,47.721,34.407,34.799,47.721,47.721,2,4,2,4,1,1,1,0,1,2,40,0,0,240,4,5,3,2,2,1,4,2,2,6,4,4,7,2,2,3,2,4,4,2,4,1,25,0,0,0,0,0,209,1,4,9,5,3,0,0,0,0,0,0,0,0,307,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61.582,61.582,0.000,197.377,0,127.246,127.246,0.000,407.839,0,244.167,244.167,0.000,780.087,0,432.995,-0.000,4.000
20260131_021840,22,2026-01-31T02:19:51+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.401,39.401,39.313,34.41,34.81,39.313,39.313,4,2,1,0,1,3,1,0,2,0,21,0,0,248,16,7,6,3,4,1,2,1,3,1,0,2,3,3,1,5,1,1,1,1,1,1,19,0,0,0,0,0,241,5,6,2,6,3,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.170,57.170,0.000,181.493,0,104.161,104.161,0.000,331.724,0,253.775,253.775,0.000,766.691,0,415.106,-0.000,3.000
20260131_021840,23,2026-01-31T02:19:54+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.104,38.973,38.973,34.419,34.866,38.973,38.973,1,2,5,1,1,1,0,2,0,1,31,0,0,263,13,9,3,4,2,1,3,2,2,3,2,5,8,6,2,5,2,10,4,5,3,2,28,0,0,0,0,0,230,2,4,0,4,3,0,0,0,0,0,0,0,0,309,0,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,63.138,63.138,0.000,187.354,0,146.614,146.614,0.000,433.769,0,251.478,251.478,0.000,790.812,0,461.230,-0.000,3.000
