run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt
20260131_021840,0,2026-01-31T02:18:41+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.163,38.163,38.163,34.276,34.787,38.18,38.268,0,1,1,1,0,1,1,1,0,1,6,0,0,103,3,4,2,0,2,1,1,0,2,2,3,3,5,3,2,2,2,3,0,4,0,0,8,0,0,0,0,0,66,1,2,2,2,3,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,1,2026-01-31T02:18:44+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.25,39.25,39.25,34.311,34.752,39.25,39.25,3,1,4,2,1,1,2,0,1,1,29,0,0,231,9,8,12,4,4,3,4,3,5,7,5,5,4,9,4,3,6,9,4,3,2,3,13,0,0,0,0,0,197,8,3,3,6,2,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,2,2026-01-31T02:18:47+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,41.653,41.653,41.653,34.32,34.776,41.653,41.653,2,2,1,3,1,1,0,0,0,1,25,0,0,251,15,6,5,2,4,7,6,0,4,3,4,5,6,6,2,7,2,4,5,7,4,2,13,0,0,0,0,0,206,4,3,2,3,5,0,0,0,0,0,0,0,0,307,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,3,2026-01-31T02:18:51+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,42.218,42.218,42.218,34.323,34.728,42.218,42.218,1,2,3,2,0,1,1,2,2,0,21,0,0,264,13,7,4,1,5,5,5,2,4,6,6,7,7,5,2,4,2,4,2,2,2,1,19,0,0,0,0,0,214,2,1,3,4,12,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,4,2026-01-31T02:18:54+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,37.902,37.902,37.657,34.332,34.711,37.657,37.657,0,5,0,2,1,0,0,1,0,1,22,0,0,265,13,5,2,2,2,5,1,1,0,1,8,2,2,1,2,0,1,1,2,1,1,1,14,0,0,0,0,0,261,1,3,2,2,1,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,5,2026-01-31T02:18:57+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.233,38.233,38.233,34.329,34.708,38.233,38.233,3,4,1,0,0,1,1,0,0,0,38,0,0,252,7,6,3,3,5,7,3,2,4,3,3,4,6,3,4,5,3,6,1,3,2,1,15,0,0,0,0,0,229,1,2,1,3,2,0,0,0,0,0,0,0,0,312,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,6,2026-01-31T02:19:00+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,37.959,38.219,38.337,34.329,34.726,38.337,38.337,3,1,2,2,4,1,0,0,0,0,23,0,0,259,9,5,5,3,0,2,6,1,7,5,4,5,6,6,2,4,4,2,4,1,2,5,24,0,0,0,0,0,221,1,1,1,2,4,0,0,0,0,0,0,0,0,313,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,7,2026-01-31T02:19:03+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.6,39.6,39.6,34.338,34.728,39.6,39.6,3,2,2,1,1,0,1,0,1,1,22,0,0,248,14,7,12,2,4,4,1,2,8,1,1,4,2,1,3,2,3,4,1,1,1,0,22,0,0,0,0,0,229,5,4,2,8,3,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,8,2026-01-31T02:19:07+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,38.769,38.769,38.32,34.344,34.737,38.32,38.32,1,3,1,3,1,1,1,1,1,0,31,0,0,252,6,9,10,2,5,3,5,5,4,3,2,4,10,7,5,8,1,5,3,2,1,2,17,0,0,0,0,0,212,5,2,4,2,3,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260131_021840,9,2026-01-31T02:19:10+08:00,S2_b30,,74,100,4120,324,3567000,30,0,,0,32.5,39.031,38.465,38.465,34.344,34.77,38.465,38.465,1,2,2,1,0,5,3,0,0,5,23,0,0,257,10,5,4,2,0,1,3,0,7,2,3,2,8,8,5,1,4,6,3,7,2,0,21,0,0,0,0,0,222,2,2,3,1,5,0,0,0,0,0,0,0,0,301,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
