run_id,seq,ts_pc,scenario,note,battery_level,battery_scale,battery_voltage_mv,battery_temp_deciC,charge_counter_uAh,brightness,battery_updates_stopped,adb_error,batteryproperties_current_now_uA,batteryproperties_current_average_uA,batteryproperties_energy_counter,batteryproperties_charge_counter_uAh,display_state,thermal_status,thermal_battery_C,thermal_cpu_C,thermal_gpu_C,thermal_npu_C,thermal_power_amplifier_C,thermal_skin_C,thermal_soc_C,thermal_tpu_C,cpu_p0_freq1000000_dt,cpu_p0_freq1100000_dt,cpu_p0_freq1200000_dt,cpu_p0_freq1300000_dt,cpu_p0_freq1400000_dt,cpu_p0_freq1500000_dt,cpu_p0_freq1600000_dt,cpu_p0_freq1700000_dt,cpu_p0_freq1800000_dt,cpu_p0_freq1900000_dt,cpu_p0_freq2000000_dt,cpu_p0_freq2100000_dt,cpu_p0_freq2200000_dt,cpu_p0_freq480000_dt,cpu_p0_freq600000_dt,cpu_p0_freq700000_dt,cpu_p0_freq800000_dt,cpu_p0_freq900000_dt,cpu_p4_freq1000000_dt,cpu_p4_freq1100000_dt,cpu_p4_freq1200000_dt,cpu_p4_freq1300000_dt,cpu_p4_freq1400000_dt,cpu_p4_freq1500000_dt,cpu_p4_freq1600000_dt,cpu_p4_freq1700000_dt,cpu_p4_freq1800000_dt,cpu_p4_freq1900000_dt,cpu_p4_freq2000000_dt,cpu_p4_freq2100000_dt,cpu_p4_freq2200000_dt,cpu_p4_freq2300000_dt,cpu_p4_freq2400000_dt,cpu_p4_freq2500000_dt,cpu_p4_freq2600000_dt,cpu_p4_freq2660000_dt,cpu_p4_freq2800000_dt,cpu_p4_freq2850000_dt,cpu_p4_freq2900000_dt,cpu_p4_freq3000000_dt,cpu_p4_freq3100000_dt,cpu_p4_freq3200000_dt,cpu_p4_freq400000_dt,cpu_p4_freq500000_dt,cpu_p4_freq600000_dt,cpu_p4_freq700000_dt,cpu_p4_freq800000_dt,cpu_p4_freq900000_dt,cpu_p7_freq1000000_dt,cpu_p7_freq1100000_dt,cpu_p7_freq1200000_dt,cpu_p7_freq1300000_dt,cpu_p7_freq1400000_dt,cpu_p7_freq1500000_dt,cpu_p7_freq1600000_dt,cpu_p7_freq1700000_dt,cpu_p7_freq1800000_dt,cpu_p7_freq1900000_dt,cpu_p7_freq2000000_dt,cpu_p7_freq2100000_dt,cpu_p7_freq2200000_dt,cpu_p7_freq2300000_dt,cpu_p7_freq2400000_dt,cpu_p7_freq2500000_dt,cpu_p7_freq2600000_dt,cpu_p7_freq2700000_dt,cpu_p7_freq2800000_dt,cpu_p7_freq2900000_dt,cpu_p7_freq3000000_dt,cpu_p7_freq3050000_dt,cpu_p7_freq3100000_dt,cpu_p7_freq3200000_dt,cpu_p7_freq3350000_dt,cpu_p7_freq400000_dt,cpu_p7_freq500000_dt,cpu_p7_freq600000_dt,cpu_p7_freq700000_dt,cpu_p7_freq800000_dt,cpu_p7_freq900000_dt,cpu_policy0_energy_mJ,cpu_policy0_energy_mJ_matched,cpu_policy0_energy_mJ_unmatched,cpu_policy0_avg_power_mW,cpu_policy0_unmatched_dt_ms,cpu_policy4_energy_mJ,cpu_policy4_energy_mJ_matched,cpu_policy4_energy_mJ_unmatched,cpu_policy4_avg_power_mW,cpu_policy4_unmatched_dt_ms,cpu_policy7_energy_mJ,cpu_policy7_energy_mJ_matched,cpu_policy7_energy_mJ_unmatched,cpu_policy7_avg_power_mW,cpu_policy7_unmatched_dt_ms,cpu_energy_mJ_total,battery_discharge_energy_mJ,dt_s
20260131_150336,20,2026-01-31T15:04:49+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.5,40.733,40.733,40.733,35.633,35.943,40.495,40.495,6,18,8,18,7,6,2,3,6,58,0,0,0,114,42,26,29,19,5,5,6,3,5,5,2,5,4,6,4,5,2,1,4,19,0,0,0,0,0,0,0,0,230,25,16,4,4,2,0,0,0,0,0,0,0,0,350,0,1,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.809,73.809,0.000,203.892,0,109.868,109.868,0.000,303.503,0,258.828,258.828,0.000,718.965,0,442.505,-0.000,3.000
20260131_150336,21,2026-01-31T15:04:53+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.5,44.999,45.23,45.23,35.602,35.885,45.23,45.23,7,16,12,8,6,6,6,2,3,65,0,0,0,124,38,28,28,16,5,6,4,4,7,4,5,7,2,4,1,4,6,2,2,14,0,0,0,0,0,0,0,0,228,18,18,8,8,6,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.642,74.642,0.000,204.499,0,105.685,105.685,0.000,291.143,0,259.316,259.316,0.000,706.584,0,439.643,-0.000,4.000
20260131_150336,22,2026-01-31T15:04:57+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.5,41.919,41.919,41.919,35.56,35.834,41.919,41.919,9,15,9,16,7,8,5,4,5,60,0,0,0,127,37,32,15,14,3,4,3,3,2,2,2,2,1,1,1,1,1,2,2,8,0,0,0,0,0,0,0,0,275,26,13,5,8,2,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.427,74.427,0.000,205.034,0,86.775,86.775,0.000,236.445,0,253.664,253.664,0.000,706.584,0,414.866,-0.000,4.000
20260131_150336,23,2026-01-31T15:05:00+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.5,40.679,40.679,40.472,35.524,35.823,40.472,40.472,9,12,10,11,3,6,6,7,4,63,0,0,0,120,43,25,22,17,8,6,8,5,6,3,5,5,5,3,3,1,4,2,1,19,0,0,0,0,0,0,0,0,215,25,11,9,6,4,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.778,73.778,0.000,206.085,0,106.211,106.211,0.000,300.032,0,252.957,252.957,0.000,706.584,0,432.947,-0.000,3.000
20260131_150336,24,2026-01-31T15:05:04+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.5,39.583,39.583,39.583,35.49,35.787,39.583,39.583,8,15,13,9,7,7,8,2,4,49,0,0,0,126,39,24,26,23,6,10,5,3,6,1,4,4,4,2,3,5,3,4,3,12,0,0,0,0,0,0,0,0,223,28,16,8,7,7,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.583,71.583,0.000,198.841,0,104.005,104.005,0.000,285.729,0,257.903,257.903,0.000,706.584,0,433.491,-0.000,4.000
20260131_150336,25,2026-01-31T15:05:07+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.5,41.084,41.084,41.084,35.45,35.77,41.084,41.084,10,14,15,11,6,4,4,2,4,58,0,0,0,120,42,31,26,17,6,5,5,4,4,7,4,2,4,3,3,5,2,1,4,22,0,0,0,0,0,0,0,0,224,25,13,7,8,2,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.312,73.312,0.000,201.407,0,110.539,110.539,0.000,307.053,0,255.077,255.077,0.000,706.584,0,438.928,-0.000,3.000
20260131_150336,26,2026-01-31T15:05:11+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,40.722,40.722,41.812,35.428,35.706,41.812,41.812,9,23,10,18,5,13,5,4,7,52,0,0,0,108,38,29,21,18,6,6,8,5,9,8,5,6,7,4,1,1,2,2,2,10,0,0,0,0,0,0,0,0,226,26,12,5,6,6,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.048,74.048,0.000,205.689,0,101.707,101.707,0.000,280.185,0,258.069,258.069,0.000,712.899,0,433.825,-0.000,4.000
20260131_150336,27,2026-01-31T15:05:15+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,40.588,40.588,40.588,35.405,35.681,40.588,40.588,9,17,13,16,5,7,5,4,6,52,0,0,0,110,37,33,25,24,7,3,4,2,6,5,4,3,1,2,1,3,1,2,2,8,0,0,0,0,0,0,0,0,252,29,10,8,5,5,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.632,73.632,0.000,202.843,0,91.394,91.394,0.000,251.773,0,254.370,254.370,0.000,706.584,0,419.396,-0.000,4.000
20260131_150336,28,2026-01-31T15:05:18+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,40.267,40.267,40.267,35.379,35.686,40.267,40.267,6,11,14,17,5,8,8,3,4,72,0,0,0,107,48,26,21,18,6,4,7,2,5,2,4,3,2,2,3,2,4,2,4,11,0,0,0,0,0,0,0,0,252,24,14,7,7,4,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.885,77.885,0.000,211.645,0,99.927,99.927,0.000,269.344,0,262.849,262.849,0.000,706.584,0,440.661,-0.000,3.000
20260131_150336,29,2026-01-31T15:05:22+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,39.915,39.915,39.915,35.363,35.678,39.915,39.915,13,18,13,16,9,8,5,3,9,53,0,0,0,102,41,30,26,18,6,8,4,3,3,4,5,4,3,2,3,4,2,3,3,16,0,0,0,0,0,0,0,0,235,19,14,5,7,7,0,0,0,0,0,0,0,0,355,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.949,74.949,0.000,205.903,0,104.183,104.183,0.000,289.398,0,257.694,257.694,0.000,713.833,0,436.826,-0.000,4.000
20260131_150336,30,2026-01-31T15:05:26+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,41.994,41.994,41.994,35.34,35.641,41.994,41.994,11,15,11,15,6,8,7,2,4,55,0,0,0,116,44,31,23,19,7,6,7,4,5,8,4,8,3,5,2,4,3,3,1,13,0,0,0,0,0,0,0,0,222,29,11,6,6,7,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.200,74.200,0.000,202.180,0,105.692,105.692,0.000,290.362,0,258.911,258.911,0.000,711.294,0,438.803,-0.000,4.000
20260131_150336,31,2026-01-31T15:05:29+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,40.208,40.208,40.193,35.314,35.611,40.193,40.193,13,13,13,8,6,6,4,3,4,67,0,0,0,119,41,28,17,21,10,6,5,6,8,5,8,4,4,5,4,4,3,2,3,8,0,0,0,0,0,0,0,0,231,19,11,7,8,8,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.942,74.942,0.000,206.451,0,104.568,104.568,0.000,283.382,0,261.436,261.436,0.000,706.584,0,440.946,-0.000,3.000
20260131_150336,32,2026-01-31T15:05:33+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,41.443,41.443,41.443,35.286,35.557,41.443,41.443,11,14,11,10,9,9,7,4,6,45,0,0,0,115,42,32,21,25,3,5,3,3,1,3,3,2,4,3,2,4,4,3,3,15,0,0,0,0,0,0,0,0,245,27,8,5,4,4,0,0,0,0,0,0,0,0,341,1,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.026,72.026,0.000,199.519,0,100.093,100.093,0.000,282.748,0,254.633,254.633,0.000,721.340,0,426.752,-0.000,4.000
20260131_150336,33,2026-01-31T15:05:37+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,45.086,45.086,43.872,35.274,35.591,41.292,41.292,10,12,17,18,8,6,3,5,5,62,0,0,0,107,36,28,23,19,6,3,5,2,3,2,4,1,14,2,1,3,4,1,2,11,0,0,0,0,0,0,0,0,241,25,11,9,5,5,0,0,0,0,0,0,0,0,360,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.915,74.915,0.000,208.678,0,98.742,98.742,0.000,274.282,0,256.435,256.435,0.000,708.384,0,430.092,-0.000,4.000
20260131_150336,34,2026-01-31T15:05:40+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.4,41.069,41.069,41.069,35.274,35.622,41.069,41.069,7,17,83,12,4,6,4,4,4,49,0,0,0,83,31,17,22,18,5,2,2,3,3,2,2,3,66,5,2,3,0,4,2,20,0,0,0,0,0,0,0,0,203,18,9,5,6,2,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.268,76.268,0.000,211.269,0,133.931,133.931,0.000,364.935,0,255.783,255.783,0.000,706.584,0,465.983,-0.000,3.000
20260131_150336,35,2026-01-31T15:05:44+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,39.863,39.863,39.863,35.26,35.583,39.863,39.863,10,13,12,13,5,6,12,3,7,51,0,0,0,124,41,26,20,21,8,4,6,9,5,5,9,3,4,3,3,5,1,2,2,10,0,0,0,0,0,0,0,0,221,27,15,4,11,7,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.647,73.647,0.000,202.328,0,102.056,102.056,0.000,280.375,0,257.196,257.196,0.000,706.584,0,432.900,-0.000,4.000
20260131_150336,36,2026-01-31T15:05:47+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,39.544,39.544,39.544,35.237,35.563,39.544,39.544,9,17,16,10,6,10,4,2,3,62,0,0,0,110,37,28,28,20,6,5,3,4,6,9,5,4,4,4,1,6,3,4,1,11,0,0,0,0,0,0,0,0,235,21,11,5,7,3,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.524,74.524,0.000,205.866,0,101.943,101.943,0.000,284.758,0,258.069,258.069,0.000,712.899,0,434.536,-0.000,3.000
20260131_150336,37,2026-01-31T15:05:51+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,41.337,41.337,41.337,35.221,35.524,41.337,41.337,9,22,16,13,8,8,5,1,4,58,0,0,0,119,35,25,19,19,9,6,8,6,6,8,8,4,4,5,3,4,2,3,4,25,0,0,0,0,0,0,0,0,194,29,14,5,9,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.936,73.936,0.000,204.809,0,120.737,120.737,0.000,333.528,0,255.077,255.077,0.000,706.584,0,449.750,-0.000,4.000
20260131_150336,38,2026-01-31T15:05:55+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,40.136,40.136,40.136,35.212,35.526,40.136,40.136,11,18,12,10,7,7,10,4,3,56,0,0,0,118,42,28,22,20,3,3,4,4,7,3,3,4,6,4,1,3,3,3,1,13,0,0,0,0,0,0,0,0,240,32,14,7,5,7,0,0,0,0,0,0,0,0,362,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.840,74.840,0.000,203.371,0,102.070,102.070,0.000,275.865,0,261.177,261.177,0.000,711.653,0,438.087,-0.000,4.000
20260131_150336,39,2026-01-31T15:05:58+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,40.149,40.149,40.149,35.195,35.487,40.149,40.149,15,15,20,11,7,9,9,5,4,54,0,0,0,112,36,29,21,17,4,6,5,1,7,5,3,3,1,2,2,3,2,1,1,7,0,0,0,0,0,0,0,0,251,22,16,4,7,8,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.815,74.815,0.000,205.537,0,89.924,89.924,0.000,249.096,0,259.784,259.784,0.000,717.635,0,424.523,-0.000,3.000
20260131_150336,40,2026-01-31T15:06:02+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,42.024,42.024,42.024,35.172,35.484,42.024,42.024,9,18,12,12,7,5,7,1,8,50,0,0,0,119,44,24,25,21,5,6,7,2,4,4,2,4,4,2,2,2,2,2,3,9,0,0,0,0,0,0,0,0,246,22,17,8,6,6,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.659,72.659,0.000,200.716,0,95.513,95.513,0.000,261.681,0,257.196,257.196,0.000,706.584,0,425.369,-0.000,4.000
20260131_150336,41,2026-01-31T15:06:06+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,41.188,41.188,41.188,35.152,35.456,41.188,41.188,5,18,10,15,4,10,11,2,3,53,0,0,0,129,35,26,16,22,8,6,3,6,3,4,4,6,4,2,3,4,3,2,5,17,0,0,0,0,0,0,0,0,225,24,12,8,7,4,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.634,72.634,0.000,202.323,0,108.077,108.077,0.000,300.215,0,255.950,255.950,0.000,712.952,0,436.661,-0.000,4.000
20260131_150336,42,2026-01-31T15:06:09+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.3,39.324,39.324,39.324,35.144,35.526,41.502,39.324,5,11,9,8,5,7,8,7,7,94,0,0,0,110,35,24,17,17,2,3,5,4,4,4,7,7,3,10,4,1,1,3,4,23,0,0,0,0,0,0,0,0,217,26,11,7,8,8,0,0,0,0,0,0,0,0,353,0,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.404,81.404,0.000,223.637,0,115.741,115.741,0.000,319.726,0,259.701,259.701,0.000,717.407,0,456.846,-0.000,3.000
20260131_150336,43,2026-01-31T15:06:13+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,40.469,40.469,39.524,35.144,35.495,40.304,39.524,8,11,10,12,4,6,5,2,5,62,0,0,0,135,40,27,19,16,10,8,6,6,5,7,3,4,4,3,3,4,3,2,1,16,0,0,0,0,0,0,0,0,222,23,14,4,8,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.380,73.380,0.000,202.706,0,105.942,105.942,0.000,292.657,0,258.911,258.911,0.000,711.294,0,438.232,-0.000,4.000
20260131_150336,44,2026-01-31T15:06:16+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,41.789,41.789,41.789,35.123,35.456,41.789,41.789,8,14,12,12,8,9,6,3,5,92,0,0,0,91,29,34,20,15,3,5,2,1,2,3,3,3,5,4,1,1,0,4,4,20,0,0,0,0,0,0,0,0,231,34,16,8,4,4,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.336,80.336,0.000,224.402,0,103.446,103.446,0.000,288.955,0,258.807,258.807,0.000,720.912,0,442.589,-0.000,3.000
20260131_150336,45,2026-01-31T15:06:20+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,40.296,40.296,40.296,35.123,35.458,40.296,40.296,9,12,8,15,6,7,5,3,9,48,0,0,0,139,47,23,21,15,8,4,5,3,4,5,4,3,2,4,1,5,3,1,3,11,0,0,0,0,0,0,0,0,236,25,16,8,7,8,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.692,72.692,0.000,198.071,0,99.717,99.717,0.000,272.452,0,258.610,258.610,0.000,706.584,0,431.019,-0.000,4.000
20260131_150336,46,2026-01-31T15:06:24+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,45.302,45.302,44.103,35.104,35.408,44.616,44.103,9,12,8,15,4,5,8,2,4,52,0,0,0,144,42,24,16,17,6,3,4,5,3,4,4,2,2,3,2,5,3,2,1,13,0,0,0,0,0,0,0,0,247,21,12,7,9,5,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.593,71.593,0.000,197.771,0,98.651,98.651,0.000,271.767,0,257.934,257.934,0.000,714.500,0,428.179,-0.000,4.000
20260131_150336,47,2026-01-31T15:06:27+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,39.732,39.732,39.732,35.086,35.394,39.732,39.732,10,13,9,13,5,8,6,3,4,53,0,0,0,129,38,24,28,19,3,5,7,3,8,8,5,5,7,4,0,5,4,3,4,8,0,0,0,0,0,0,0,0,228,18,13,9,6,7,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.423,72.423,0.000,200.065,0,103.522,103.522,0.000,287.561,0,256.490,256.490,0.000,706.584,0,432.435,-0.000,3.000
20260131_150336,48,2026-01-31T15:06:31+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,40.505,40.505,40.505,35.064,35.382,40.505,40.505,8,14,13,14,7,7,8,1,3,46,0,0,0,133,38,30,26,14,6,5,8,5,4,6,3,3,4,3,3,4,4,3,1,14,0,0,0,0,0,0,0,0,224,24,18,8,7,6,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.089,71.089,0.000,196.379,0,104.154,104.154,0.000,286.925,0,255.077,255.077,0.000,706.584,0,430.320,-0.000,4.000
20260131_150336,49,2026-01-31T15:06:34+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,43.513,43.513,43.513,35.064,35.481,43.513,43.513,3,4,10,4,1,3,2,1,2,236,0,0,0,54,12,15,12,9,6,6,2,4,5,5,4,5,3,2,3,4,2,2,1,20,0,0,0,0,0,0,0,0,243,21,12,7,6,3,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.041,106.041,0.000,288.156,0,106.597,106.597,0.000,291.248,0,263.317,263.317,0.000,717.485,0,475.955,-0.000,3.000
20260131_150336,50,2026-01-31T15:06:38+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,39.824,39.824,39.824,35.089,35.473,39.824,39.824,6,10,5,9,3,6,5,2,5,88,0,0,0,116,39,32,21,14,4,3,4,2,4,6,2,6,5,3,3,2,3,4,2,12,0,0,0,0,0,0,0,0,242,26,12,5,8,7,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.742,77.742,0.000,215.352,0,101.608,101.608,0.000,278.378,0,258.340,258.340,0.000,709.724,0,437.690,-0.000,4.000
20260131_150336,51,2026-01-31T15:06:42+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.2,39.838,39.838,39.838,35.072,35.377,39.838,39.838,8,12,13,9,6,5,6,4,2,55,0,0,0,135,38,31,20,21,3,4,5,4,3,6,5,2,3,2,4,3,2,2,2,22,0,0,0,0,0,0,0,0,237,24,10,8,7,5,0,0,0,0,0,0,0,0,358,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.617,72.617,0.000,198.950,0,107.812,107.812,0.000,297.002,0,257.819,257.819,0.000,712.206,0,438.247,-0.000,4.000
20260131_150336,52,2026-01-31T15:06:45+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.838,39.838,40.195,35.052,35.365,40.195,40.195,8,14,8,15,4,6,6,4,7,56,0,0,0,117,41,27,23,23,2,2,1,2,2,3,4,2,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,256,25,17,8,4,6,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.160,73.160,0.000,203.788,0,85.816,85.816,0.000,241.736,0,252.957,252.957,0.000,706.584,0,411.933,-0.000,3.000
20260131_150336,53,2026-01-31T15:06:49+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.721,39.721,39.721,35.032,35.368,39.721,39.721,7,15,16,11,4,6,4,5,3,43,0,0,0,143,41,26,22,16,8,6,6,4,5,6,3,6,0,4,1,4,2,3,2,25,0,0,0,0,0,0,0,0,215,30,15,5,6,7,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.063,70.063,0.000,193.545,0,112.800,112.800,0.000,310.744,0,259.784,259.784,0.000,717.635,0,442.647,-0.000,4.000
20260131_150336,54,2026-01-31T15:06:53+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,41.099,41.099,41.099,35.017,35.382,41.099,41.099,11,13,12,11,5,8,3,3,5,55,0,0,0,119,47,33,21,19,8,7,9,3,4,8,5,4,4,3,2,4,1,2,1,18,0,0,0,0,0,0,0,0,223,20,11,8,7,12,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.221,73.221,0.000,200.606,0,107.013,107.013,0.000,293.991,0,261.467,261.467,0.000,714.391,0,441.701,-0.000,4.000
20260131_150336,55,2026-01-31T15:06:56+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,39.075,39.075,39.075,35.021,35.379,39.075,39.075,9,12,10,15,3,11,3,3,4,58,0,0,0,116,35,28,25,22,9,8,7,7,9,5,7,7,4,5,2,3,3,2,3,13,0,0,0,0,0,0,0,0,211,21,13,8,7,6,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.233,72.233,0.000,204.048,0,107.763,107.763,0.000,299.342,0,253.830,253.830,0.000,713.005,0,433.826,-0.000,3.000
20260131_150336,56,2026-01-31T15:07:00+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,42.535,42.535,42.61,35.014,35.354,42.61,42.61,12,11,17,10,5,5,9,2,4,45,0,0,0,119,47,31,27,21,3,4,5,3,5,8,5,4,4,5,4,4,3,3,2,12,0,0,0,0,0,0,0,0,228,28,14,8,4,6,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.684,71.684,0.000,196.395,0,104.084,104.084,0.000,287.526,0,255.783,255.783,0.000,706.584,0,431.552,-0.000,4.000
20260131_150336,57,2026-01-31T15:07:03+08:00,S2_b90,,38,100,3797,335,1830000,90,0,,,,,,,0,33.1,41.337,41.337,41.337,35.012,35.334,41.337,41.337,13,13,12,15,5,6,5,4,2,50,0,0,0,126,44,28,22,14,5,3,4,3,3,2,1,3,1,3,0,1,1,2,0,14,0,0,0,0,0,0,0,0,260,17,14,7,8,5,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.150,71.150,0.000,198.189,0,90.181,90.181,0.000,252.609,0,254.370,254.370,0.000,706.584,0,415.701,-0.000,3.000
