covariate,r_before,r_after
thermal_cpu,0.6167047388740758,0.5944108009576585
thermal_batt,0.12347202588251803,0.08395871447425081
soc,-0.2158084076540227,-0.2661344406954044
voltage,-0.2708188252242883,-0.3208529133147323
current_uA,0.8908956949945606,0.8965014124977249
