covariate,r_before,r_after
thermal_cpu,0.6679091063470664,-0.3732716664975816
thermal_batt,0.28445682158572216,-0.2248236355877979
soc,-0.2158084076540227,0.0682506648036924
voltage,-0.2708188252242883,0.07072216242843077
current_uA,0.8908956949945606,-0.1690775030482759
