covariate,r_before,r_after
thermal_cpu0_C,0.6167047388740758,0.14928064305229852
battery_level0_pct,-0.2158084076540227,-0.17907931940196728
perfetto_voltage_mean_V,-0.2708188252242883,-0.21433235177757096
perfetto_current_mean_uA,0.8908956949945606,0.4899974069530881
