covariate,r_before,r_after
thermal_cpu0_C,0.6167047388740758,0.28378860948579265
battery_level0_pct,-0.2158084076540227,-0.15945141132248802
perfetto_voltage_mean_V,-0.2708188252242883,-0.19931493227688235
perfetto_current_mean_uA,0.8908956949945606,0.5961401099997296
