covariate,r_before,r_after
thermal_cpu,0.6679091063470664,0.2852485548850195
thermal_batt,0.28445682158572216,0.14405671995452718
soc,-0.2158084076540227,-0.03301770709202161
voltage,-0.2708188252242883,-0.06985427322660859
current_uA,0.8908956949945606,0.5332864755451237
