t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,94,4333,34.7,42.372,10,ON,1469.226,,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
0.0,4.0,94,4333,34.7,41.438,10,ON,1469.226,128.79425,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
4.0,3.0,94,4333,34.7,42.984,10,ON,1874.457,168.51966666666667,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
7.0,4.0,94,4333,34.7,44.179,10,ON,2166.324,126.9885,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
11.0,4.0,94,4333,34.7,41.951,10,ON,1767.048,123.017,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
15.0,3.0,94,4333,34.7,40.749,10,ON,1796.535,159.81266666666667,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
18.0,4.0,94,4333,34.7,44.578,10,ON,1740.66,124.75075,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
22.0,3.0,94,4333,34.7,41.413,10,ON,1736.33,173.06466666666665,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
25.0,4.0,94,4333,34.7,42.099,10,ON,2301.964,126.147,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
29.0,4.0,94,4333,34.7,41.235,10,ON,1929.3960000000004,124.59725,503.115,4487000,S2_b010,20260202_011554,20260202_011551_S2_b010,1,1,1,1,1,10.0,0,0.0392156862745098
