t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,46,3849,28.6,43.651,30,ON,6689.974999999999,,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
0.0,3.0,46,3849,28.6,39.878,30,ON,6689.974999999999,152.04633333333334,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
3.0,4.0,46,3849,28.6,40.742,30,ON,3534.752,107.77525,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
7.0,3.0,46,3849,28.6,36.057,30,ON,1565.496,150.257,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
10.0,4.0,46,3849,28.6,38.948,30,ON,1607.284,114.0925,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
14.0,4.0,46,3849,28.6,35.726,30,ON,1702.296,114.03275,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
18.0,3.0,46,3849,28.6,37.398,30,ON,1611.54,149.524,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
21.0,4.0,46,3849,28.9,38.17,30,ON,2055.0239999999994,115.74525,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
25.0,3.0,46,3849,28.9,35.243,30,ON,1661.421,140.29,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
28.0,4.0,46,3849,28.9,36.651,30,ON,1639.373483879951,114.48875,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
32.0,4.0,46,3849,28.9,35.328,30,ON,1554.8870315785625,113.338,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
36.0,3.0,46,3849,28.9,36.811,30,ON,1588.537280053157,156.78066666666666,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
39.0,4.0,46,3849,28.9,35.492,30,ON,1684.937659373904,112.82975,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
43.0,3.0,46,3849,28.9,36.057,30,ON,2394.804448388971,151.30033333333333,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
46.0,4.0,46,3849,28.9,35.802,30,ON,1470.7022813917715,113.491,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
50.0,4.0,46,3849,29.0,36.937,30,ON,1770.4419944174947,113.93875,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
54.0,3.0,46,3849,29.0,36.412,30,ON,1474.1598259561113,156.16733333333335,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
57.0,4.0,46,3849,29.0,38.846,30,ON,1810.541654810453,114.9335,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
61.0,3.0,46,3849,29.0,42.297,30,ON,1672.1133864585734,155.45966666666666,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
64.0,4.0,46,3849,29.0,38.846,30,ON,1542.3837087498462,109.771,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
68.0,4.0,46,3849,29.0,38.293,30,ON,1619.3037276306557,111.714,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
72.0,3.0,46,3849,29.0,38.061,30,ON,1796.4019125471789,154.88766666666666,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
75.0,4.0,46,3849,29.0,35.873,30,ON,1638.35394395328,111.96125,544.853,2210000,S2_b30_1,20260201_193917,20260201_193915_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
