t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,42,3825,37.8,47.154,55,OFF,1642.1999999999998,,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
0.0,4.0,42,3825,37.8,46.217,55,OFF,1642.1999999999998,106.9865,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
4.0,4.0,42,3825,37.8,47.574,55,OFF,1295.445,110.56125,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
8.0,3.0,42,3825,37.9,44.347,55,OFF,1194.903,142.16333333333333,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
11.0,4.0,42,3825,37.9,45.483,55,OFF,1769.254,111.19025,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
15.0,4.0,42,3825,37.9,45.558,55,OFF,1384.028,107.61975,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
19.0,4.0,42,3825,37.9,46.111,55,OFF,1190.728,106.0195,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
23.0,3.0,42,3825,37.9,46.766,55,OFF,1194.5939999999998,144.46533333333335,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
26.0,4.0,42,3825,37.9,43.508,55,OFF,1372.075,101.9835,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
30.0,3.0,42,3825,37.9,43.935,55,OFF,1202.326,142.02166666666668,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
33.0,4.0,42,3825,37.9,45.569,55,OFF,1306.032,108.96275,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
37.0,4.0,42,3825,37.7,43.733,55,OFF,1144.04,107.426,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
41.0,3.0,42,3825,37.7,47.391,55,OFF,1174.96,142.14766666666665,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
44.0,4.0,42,3825,37.7,42.724,55,OFF,1240.023,103.5945,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
48.0,4.0,42,3825,37.7,46.228,55,OFF,1120.5599999999995,109.431,0.0,2031000,S4,20260201_213515,20260201_213514_S4,0,1,1,0,0,,0,0.0
