t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,72,4087,34.9,50.803,55,ON,1453.37,,0.0,3439000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
0.0,4.0,72,4087,34.9,51.478,55,ON,1453.37,170.59575,0.0,3439000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
4.0,3.0,72,4087,34.9,51.902,55,ON,2838.9839999999995,220.64766666666665,0.0,3439000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
7.0,4.0,72,4087,34.9,53.57,55,ON,2669.628,166.338,0.0,3439000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
11.0,3.0,72,4087,34.9,53.636,55,ON,3029.211,228.6626666666667,0.0,3439000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
14.0,4.0,71,4081,34.9,55.786,55,ON,3219.2499999999995,164.6655,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
18.0,3.0,71,4081,34.9,52.012,55,ON,3908.387,231.42066666666665,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
21.0,3.0,71,4081,34.9,55.216,55,ON,2978.8250000000003,236.021,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
24.0,4.0,71,4081,34.9,55.887,55,ON,2987.7080000000005,169.2545,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
28.0,4.0,71,4081,34.9,52.46,55,ON,2874.99,167.24425,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
32.0,3.0,71,4081,34.9,52.392,55,ON,2841.6689999999994,213.91566666666665,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
35.0,3.0,71,4081,34.9,52.333,55,ON,3932.375,222.9176666666667,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
38.0,4.0,71,4081,34.9,54.765,55,ON,2762.85,166.321,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
42.0,3.0,71,4081,35.1,51.54,55,ON,2897.325,240.00699999999998,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
45.0,4.0,71,4081,35.1,52.928,55,ON,2784.591,169.545,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
49.0,4.0,71,4081,35.1,58.557,55,ON,2995.1250000000005,172.7485,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
53.0,3.0,71,4081,35.1,54.782,55,ON,3141.054,223.17766666666668,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
56.0,4.0,71,4081,35.1,51.781,55,ON,3030.3120000000004,173.51225,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
60.0,3.0,71,4081,35.1,54.647,55,ON,3023.65,223.50699999999998,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
63.0,4.0,71,4081,35.1,52.825,55,ON,2904.762,174.0415,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
67.0,3.0,71,4081,35.1,54.814,55,ON,3066.2160000000003,231.37066666666666,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
70.0,4.0,71,4081,35.1,52.3,55,ON,2790.005,169.37975,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
74.0,3.0,71,4081,35.2,50.455,55,ON,3606.168,222.427,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
77.0,4.0,71,4081,35.2,53.285,55,ON,2636.525,172.14325,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
81.0,4.0,71,4081,35.2,57.177,55,ON,2648.75,172.8245,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
85.0,3.0,71,4081,35.2,55.26,55,ON,3077.676,229.275,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
88.0,4.0,71,4081,35.2,53.202,55,ON,3317.05,173.05925,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
92.0,3.0,71,4081,35.2,51.998,55,ON,3048.4300000000003,219.215,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
95.0,4.0,71,4081,35.2,53.909,55,ON,3193.232,167.07825,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
99.0,3.0,71,4081,35.2,54.975,55,ON,2942.61,223.98733333333334,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
102.0,3.0,71,4081,35.2,54.982,55,ON,2741.129,230.17100000000002,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
105.0,4.0,71,4081,35.2,54.714,55,ON,3033.6400000000003,165.4045,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
109.0,3.0,71,4081,35.2,53.224,55,ON,2973.2900000000004,220.965,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
112.0,4.0,71,4081,35.2,53.241,55,ON,2875.538,161.0495,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
116.0,3.0,71,4081,35.2,52.376,55,ON,2821.896,227.43066666666667,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
119.0,4.0,71,4081,35.2,57.357,55,ON,2642.728,171.7125,0.0,3418000,S3_load_t6,20260202_221735,20260202_221733_S3_load_t6,1,1,1,1,0,,1,0.0
