t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,100,4389,35.1,49.132,55,ON,2631.0,,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
0.0,3.0,100,4389,35.1,47.563,55,ON,2631.0,195.28633333333335,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
3.0,4.0,100,4389,35.1,46.671,55,ON,1990.029,154.9195,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
7.0,4.0,100,4389,35.1,48.193,55,ON,2104.726,148.59975,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
11.0,3.0,100,4389,35.1,48.747,55,ON,2253.096,201.71966666666665,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
14.0,4.0,100,4389,35.2,48.383,55,ON,2504.01,154.4645,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
18.0,3.0,100,4389,35.2,51.527,55,ON,2382.141,196.447,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
21.0,4.0,100,4389,35.2,48.782,55,ON,2161.848,163.404,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
25.0,3.0,100,4389,35.2,49.065,55,ON,2258.002,194.39700000000002,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
28.0,4.0,100,4389,35.2,48.936,55,ON,2297.2160000000003,147.71025,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
32.0,4.0,100,4389,35.2,54.281,55,ON,2060.786,149.90675,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
36.0,3.0,100,4389,35.2,48.858,55,ON,2444.673,197.05499999999998,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
39.0,4.0,100,4389,35.2,48.925,55,ON,2359.041,153.1215,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
43.0,3.0,100,4389,35.2,47.045,55,ON,2129.635,203.59533333333331,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
46.0,4.0,100,4389,35.2,47.909,55,ON,1924.572,153.1785,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
50.0,3.0,100,4389,35.2,47.391,55,ON,2422.728,199.534,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
53.0,4.0,100,4389,35.2,48.845,55,ON,2234.51,154.02575,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
57.0,4.0,100,4389,35.2,47.374,55,ON,2230.628,152.725,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
61.0,3.0,100,4389,35.2,47.799,55,ON,2531.64,195.16433333333336,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
64.0,4.0,100,4389,35.2,45.863,55,ON,2370.5999999999995,148.5935,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
68.0,3.0,100,4389,35.2,51.451,55,ON,2674.24,199.07333333333335,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
71.0,4.0,100,4389,35.2,47.03,55,ON,2069.103,153.792,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
75.0,3.0,100,4389,35.3,50.377,55,ON,2243.29,197.189,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
78.0,4.0,100,4389,35.3,48.731,55,ON,1924.134,149.861,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
82.0,3.0,100,4389,35.3,50.077,55,ON,2677.9,198.82133333333334,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
85.0,4.0,100,4389,35.3,51.598,55,ON,2073.968,159.7645,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
89.0,4.0,100,4389,35.3,48.432,55,ON,2054.5199999999995,154.473,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
93.0,3.0,100,4389,35.3,48.652,55,ON,2734.368,204.74033333333333,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
96.0,4.0,100,4389,35.3,46.983,55,ON,2177.936,154.4175,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
100.0,3.0,100,4389,35.3,50.12,55,ON,2544.78,205.6146666666667,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
103.0,4.0,100,4389,35.3,48.654,55,ON,2147.688,156.27125,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
107.0,3.0,100,4389,35.3,47.706,55,ON,2195.5,204.981,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
110.0,4.0,100,4389,35.3,49.547,55,ON,2286.6690000000003,150.68075,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
114.0,3.0,100,4389,35.3,47.344,55,ON,2452.892,202.45333333333335,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
117.0,4.0,100,4389,35.3,47.359,55,ON,2394.756,152.87875,0.0,4808000,S4,20260202_002929,20260202_002928_S4,0,1,1,0,0,,0,0.0
