t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,74,4116,34.0,49.719,55,ON,1543.125,,0.0,3558000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
0.0,4.0,74,4116,34.0,47.925,55,ON,1543.125,196.79725,0.0,3558000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
4.0,4.0,74,4116,34.0,54.781,55,ON,2361.917225501675,195.49575,0.0,3558000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
8.0,4.0,74,4116,34.0,51.509,55,ON,2185.645972345336,194.33,0.0,3558000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
12.0,5.0,74,4116,34.0,54.631,55,ON,2403.4519844302536,153.113,0.0,3558000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
17.0,4.0,73,4103,34.0,53.567,55,ON,2326.535896547357,197.184,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
21.0,4.0,73,4103,34.0,47.211,55,ON,2541.533645220786,187.87075,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
25.0,4.0,73,4103,34.0,56.102,55,ON,2631.6052163226955,212.7035,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
29.0,5.0,73,4103,34.0,47.29,55,ON,2307.572,144.0572,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
34.0,4.0,73,4103,34.0,51.956,55,ON,2360.375,156.308,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
38.0,4.0,73,4103,34.0,47.369,55,ON,2366.854,157.75775,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
42.0,3.0,73,4103,34.0,48.142,55,ON,2265.96,224.74833333333333,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
45.0,4.0,73,4103,34.2,47.89,55,ON,2297.68,153.798,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
49.0,3.0,73,4103,34.2,51.784,55,ON,2514.526,242.23066666666668,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
52.0,4.0,73,4103,34.2,47.469,55,ON,2363.3279999999995,146.447,0.0,3513000,S3_load_t4,20260202_220818,20260202_220816_S3_load_t4,1,1,1,1,0,,1,0.0
