t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,51,3880,28.7,41.254,210,ON,2536.0959999999995,,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
0.0,4.0,51,3880,28.7,36.826,210,ON,2536.0959999999995,106.91325,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
4.0,3.0,51,3880,28.7,36.783,210,ON,2352.3520000000003,155.694,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
7.0,4.0,51,3880,28.7,35.322,210,ON,1782.4999999999998,115.72275,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
11.0,4.0,51,3880,28.7,36.425,210,ON,2032.2750000000003,115.635,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
15.0,3.0,51,3880,28.7,35.159,210,ON,1893.897,153.83733333333333,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
18.0,4.0,51,3880,28.7,34.951,210,ON,2268.755,111.20025,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
22.0,3.0,51,3880,28.7,40.668,210,ON,2837.443,152.89233333333334,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
25.0,4.0,51,3880,28.7,34.331,210,ON,1801.41,117.283,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
29.0,4.0,51,3880,28.7,36.427,210,ON,1763.1249999999998,115.99075,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
33.0,3.0,51,3880,28.7,34.694,210,ON,1947.616,151.40966666666665,1437.771,2462000,S2_b210,20260201_190714,20260201_190712_S2_b210,1,1,1,1,1,210.0,0,0.8235294117647058
