run_name,t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,temp_cpu_hat_C,temp_batt_hat_C,temp_leak_hat_C,power_total_mW,power_cpu_mW,power_screen_mW,is_gps_on,cellular_on,p0_pred_mW,power_pred_mW,resid0_mW,gps_fit_source,cell_fit_source
20260131_230812_S1-HS-1,72.0,4.0,98,4376,35.3,42.303,41.5385812117738,35.07202241014582,39.598613571285405,1947.682,136.50425,0.0,1,1,1857.7993913303505,1857.7993913303505,89.88260866964947,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,76.0,4.0,98,4376,35.3,44.363,41.72388516654816,35.07049406103074,39.72786783489293,1468.656,131.6905,0.0,1,1,1801.2442206566072,1801.2442206566072,-332.5882206566073,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,80.0,3.0,98,4376,35.3,43.444,41.60483080160127,35.06898637660689,39.64407747410295,1629.637,173.43200000000002,0.0,1,1,2306.111024340191,2306.111024340191,-676.4740243401909,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,83.0,4.0,98,4376,35.3,45.979,42.68596186960569,35.06785251112594,40.400529062061764,1770.255,129.56925,0.0,1,1,1785.1737138590945,1785.1737138590945,-14.918713859094396,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,87.0,4.0,98,4376,35.3,41.99,41.79934890745254,35.066432680819695,39.779474039462684,1616.5299999999995,123.76975,0.0,1,1,1705.9442212514036,1705.9442212514036,-89.41422125140411,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,91.0,4.0,98,4376,35.3,42.293,41.34309028856443,35.06494603788354,39.45964701336017,2193.08,126.54425,0.0,1,1,1735.1331387382963,1735.1331387382963,457.9468612617036,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,95.0,4.0,98,4376,35.3,42.697,41.31141784553032,35.06342778814545,39.43702082831486,1664.97,125.655,0.0,1,1,1724.0417938438623,1724.0417938438623,-59.071793843862224,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,99.0,3.0,98,4376,35.3,42.524,41.26994401467677,35.06191253959131,39.40753457215113,1748.0,170.255,0.0,1,1,2264.3284688140166,2264.3284688140166,-516.3284688140166,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,102.0,4.0,98,4376,35.3,48.809,42.44330462163347,35.06077774862602,40.228546559731235,1798.7919999999997,132.86325,0.0,1,1,1822.5981588706345,1822.5981588706345,-23.806158870634818,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
20260131_230812_S1-HS-1,106.0,4.0,98,4376,35.4,44.47,41.842300569331734,35.05936418015406,39.80741965257843,1521.1080000000002,128.9595,0.0,1,1,1769.2534137497346,1769.2534137497346,-248.14541374973442,S4_minus_S4-1,S1-HS-2_minus_S1-HS-1
