t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,54,3898,28.6,37.916,150,ON,1392.3,,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
0.0,4.0,54,3898,28.5,35.655,150,ON,1392.3,117.93825,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
4.0,4.0,54,3898,28.5,36.536,150,ON,1591.5966752689646,105.447,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
8.0,3.0,54,3898,28.5,36.157,150,ON,2270.6488924337687,152.54266666666666,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
11.0,4.0,54,3898,28.5,36.128,150,ON,1499.3801902630591,116.8935,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
15.0,3.0,54,3898,28.5,34.133,150,ON,1697.9708060790224,155.61100000000002,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
18.0,4.0,54,3898,28.5,35.831,150,ON,1598.4295037091365,113.30725,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
22.0,3.0,54,3898,28.5,39.382,150,ON,1763.204158005146,157.517,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
25.0,4.0,54,3898,28.5,37.325,150,ON,1553.685078263912,108.14375,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
29.0,4.0,54,3898,28.5,35.224,150,ON,1715.724023987945,113.23475,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
33.0,3.0,54,3898,28.5,38.555,150,ON,1648.1110453337415,150.865,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
36.0,4.0,54,3898,28.5,36.441,150,ON,1528.0159999999998,114.7615,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
40.0,3.0,54,3898,28.5,35.689,150,ON,1581.7759999999998,153.65533333333335,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
43.0,4.0,54,3898,28.5,42.327,150,ON,1632.843,116.604,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
47.0,3.0,54,3898,28.5,33.951,150,ON,1458.226,148.358,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
50.0,4.0,54,3898,28.5,33.798,150,ON,1566.594,113.051,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
54.0,4.0,54,3898,28.5,36.679,150,ON,1837.496,119.345,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
58.0,3.0,54,3898,28.5,36.937,150,ON,1535.418,151.37033333333332,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
61.0,4.0,54,3898,28.4,34.929,150,ON,1962.935,113.7155,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
65.0,3.0,54,3898,28.4,35.739,150,ON,1799.9519999999998,148.68333333333334,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
68.0,4.0,54,3898,28.4,38.25,150,ON,1708.588,110.8555,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
72.0,4.0,54,3898,28.4,34.186,150,ON,1632.005,117.97725,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
76.0,3.0,54,3898,28.4,34.866,150,ON,1631.586,149.77266666666665,1146.89,2605000,S2_b150,20260201_185152,20260201_185149_S2_b150,1,1,1,1,1,150.0,0,0.5882352941176471
