t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,90,4282,34.4,45.777,30,ON,1566.215,,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
0.0,4.0,90,4282,34.4,41.846,30,ON,1566.215,118.43775,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
4.0,3.0,90,4282,34.4,40.393,30,ON,1766.244,161.71266666666665,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
7.0,4.0,90,4282,34.4,40.915,30,ON,1808.692,126.1015,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
11.0,4.0,90,4282,34.4,42.398,30,ON,1804.827,127.47625,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
15.0,3.0,90,4282,34.4,43.554,30,ON,1859.69,166.02700000000002,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
18.0,4.0,90,4282,34.4,46.064,30,ON,2005.38,122.94025,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
22.0,4.0,90,4282,34.4,40.111,30,ON,1766.244,118.70425,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
26.0,3.0,90,4282,34.4,41.263,30,ON,1830.1220000000003,167.30466666666666,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
29.0,4.0,90,4282,34.4,42.357,30,ON,1800.12,122.2465,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
33.0,4.0,90,4282,34.4,41.711,30,ON,2368.499,126.1435,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
37.0,3.0,90,4282,34.4,41.636,30,ON,1821.125,170.061,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
40.0,4.0,90,4282,34.4,43.752,30,ON,1765.832,122.79,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
44.0,4.0,90,4282,34.4,40.791,30,ON,1701.939,121.66975,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
48.0,3.0,90,4282,34.4,42.825,30,ON,1812.555,167.517,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
51.0,4.0,90,4282,34.4,42.871,30,ON,1778.69,127.21925,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
55.0,4.0,90,4282,34.4,40.59,30,ON,1846.835,126.82175,606.147,4316000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
59.0,4.0,90,4285,34.4,41.102,30,ON,1787.2620000000002,127.472,606.572,4273000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
63.0,3.0,90,4285,34.4,42.237,30,ON,2574.152,167.58033333333333,606.572,4273000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
66.0,4.0,90,4285,34.4,45.6,30,ON,1881.115,127.71975,606.572,4273000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
70.0,4.0,89,4283,34.4,40.776,30,ON,1791.13,122.519,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
74.0,3.0,89,4283,34.4,43.113,30,ON,1910.664,167.52433333333332,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
77.0,4.0,89,4283,34.4,42.116,30,ON,2030.142,127.06475,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
81.0,4.0,89,4283,34.4,41.113,30,ON,1769.292,126.1785,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
85.0,4.0,89,4283,34.4,46.003,30,ON,1919.68,129.24275,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
89.0,3.0,89,4283,34.4,47.046,30,ON,2328.32,163.20233333333334,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
92.0,4.0,89,4283,34.4,43.28,30,ON,1807.848,117.36825,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
96.0,4.0,89,4283,34.4,41.593,30,ON,1927.35,126.13025,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
100.0,3.0,89,4283,34.4,40.501,30,ON,1841.69,167.51399999999998,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
103.0,4.0,89,4283,34.5,41.623,30,ON,1875.516,125.4845,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
107.0,4.0,89,4283,34.5,40.821,30,ON,1905.935,124.63225,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
111.0,3.0,89,4283,34.5,41.829,30,ON,2610.803,167.222,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
114.0,4.0,89,4283,34.5,41.188,30,ON,1773.5759999999998,128.10525,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
118.0,4.0,89,4283,34.5,41.087,30,ON,1812.132,121.268,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
122.0,3.0,89,4283,34.5,43.128,30,ON,1777.8599999999997,167.02766666666668,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
125.0,4.0,89,4283,34.5,40.578,30,ON,1679.7199999999998,126.9755,606.289,4269000,S2_b30_1,20260202_014348,20260202_014345_S2_b30_1,1,1,1,1,1,30.0,0,0.11764705882352941
