t_s,dt_s,soc_pct,voltage_mV,temperature_C,temperature_cpu_C,brightness,display_state,power_total_mW,power_cpu_mW,power_screen_mW,charge_counter_uAh,scenario,run_id,run_name,is_gps_on,wifi_on,cellular_on,gps_on_cfg,screen_on_cfg,brightness_target,cpu_test,brightness_norm
0.0,0.0,43,3826,34.0,41.719,55,OFF,1195.212,,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
0.0,4.0,43,3826,34.0,41.02,55,OFF,1195.212,107.8895,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
4.0,3.0,43,3826,34.0,41.442,55,OFF,1784.706,144.605,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
7.0,4.0,43,3826,34.0,43.021,55,OFF,1421.9519999999998,117.35175,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
11.0,4.0,43,3826,34.0,43.007,55,OFF,1252.908,118.649,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
15.0,4.0,43,3826,34.0,47.265,55,OFF,1256.1250000000002,111.9045,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
19.0,3.0,43,3826,34.0,42.929,55,OFF,1248.3950000000002,143.193,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
22.0,4.0,43,3826,34.0,40.025,55,OFF,1375.2279999999998,109.464,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
26.0,3.0,43,3826,34.0,39.703,55,OFF,1884.117,147.596,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
29.0,4.0,43,3826,34.0,40.757,55,OFF,1275.12,110.5775,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
33.0,4.0,43,3826,34.0,40.309,55,OFF,1313.0799999999997,110.9615,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
37.0,3.0,43,3826,34.0,43.706,55,OFF,1197.53,151.13466666666667,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
40.0,4.0,43,3826,34.0,40.38,55,OFF,1274.13,104.74425,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
44.0,3.0,43,3826,34.0,40.393,55,OFF,1435.548,152.26766666666666,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
47.0,4.0,43,3826,34.0,41.227,55,OFF,1331.6999999999998,113.6535,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
51.0,4.0,43,3826,34.0,41.963,55,OFF,1166.3239999999998,109.383,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
55.0,3.0,43,3826,34.0,41.355,55,OFF,1220.0760000000002,148.99433333333334,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
58.0,4.0,43,3826,34.0,40.175,55,OFF,1297.296,105.0385,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
62.0,4.0,43,3826,34.0,40.384,55,OFF,1312.0599999999995,111.987,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
66.0,3.0,43,3826,34.0,41.531,55,OFF,1828.75,149.496,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
69.0,4.0,43,3826,33.9,44.024,55,OFF,1351.0,111.29675,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
73.0,3.0,43,3826,33.9,40.9,55,OFF,1261.8930000000005,153.317,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
76.0,4.0,43,3826,33.9,40.835,55,OFF,1572.8399999999997,112.30575,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
80.0,4.0,43,3826,33.9,41.502,55,OFF,1358.0159999999998,109.1385,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
84.0,3.0,43,3826,33.9,40.643,55,OFF,1424.87,148.761,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
87.0,4.0,43,3826,33.9,40.03,55,OFF,1214.955,111.16825,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
91.0,3.0,43,3826,33.9,39.969,55,OFF,1296.2879999999998,149.842,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
94.0,4.0,43,3826,33.9,43.809,55,OFF,1311.38,110.345,0.0,2061000,S4-1,20260201_215338,20260201_215338_S4-1,1,1,1,1,0,,0,0.0
